UniqueCount	AmbigCount
0	0
0	0
0	3
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
80	15
0	13
2	11
0	0
0	0
7	227
4	179
7	190
1	104
21	44
0	6
3	53
0	60
0	0
0	0
8	0
0	0
0	0
2	0
0	0
0	1
0	0
0	0
0	0
1	220
0	337
43	786
0	97
0	552
17	41
1	259
0	75
9	0
1	0
1	208
256	340
0	211
0	105
0	52
1	218
0	161
19	41
0	178
17	469
0	459
0	119
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	189
2	308
4	24
8	201
0	27
0	8
16	270
0	49
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
50	2
0	0
0	0
0	16
0	34
8	861
1	9
0	6
0	326
0	787
1	122
0	348
8	6
0	105
1	11
1	23
3	136
16	17
0	157
0	0
0	7
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	134
0	0
0	0
0	0
0	0
1	0
234	937
0	92
0	2
0	673
0	171
3	41
7	891
0	867
0	0
12	0
0	144
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	7
0	7
0	6
0	2
0	0
0	1
0	4
0	4
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
296	4
53	1598
3	1505
0	72
0	182
6	1322
3	3
0	3
12	0
0	3
0	3
2	907
0	0
0	0
8	5
0	5
0	0
0	0
0	1
269	2
0	3
0	0
0	0
0	0
0	3
0	0
0	3
0	3
1	186
0	171
0	191
1	0
0	133
0	163
0	186
0	3
0	7
0	155
8	5
5	24
0	0
0	0
0	17
1	92
0	23
0	32
0	25
0	95
0	34
0	77
0	15
0	15
0	27
0	19
0	30
0	79
0	5
0	76
0	19
0	76
0	39
0	16
0	41
0	77
0	65
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	8
0	0
0	0
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	0
62	864
0	544
3	399
0	220
24	296
2	126
3	57
1	0
0	0
18	63
1	1
0	1
0	5
0	0
0	7
0	5
0	0
0	5
0	0
0	0
0	49
0	3
8	0
0	1
1	1
2	1
0	3
0	0
0	3
0	18
2	0
0	7
1	0
0	13
0	0
845	867
0	146
2	153
6	43
0	1
0	517
0	10
0	74
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
