UniqueCount	AmbigCount
0	0
0	0
8	24
3	21
28	15
0	0
15	0
9	0
9	0
0	0
22	0
0	0
14	0
32	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
3	19
0	10
2	14
0	12
4	3
0	0
0	3
0	5
1	0
0	0
2	0
0	0
0	0
2	0
1	0
11	0
3	0
0	0
7	0
1	2
19	208
76	333
7	8
0	175
187	82
12	191
0	48
31	1
9	0
2	432
1134	744
2	435
0	69
1	40
20	425
3	301
110	37
3	298
200	1812
11	1768
0	41
0	0
1	2
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	390
8	645
43	128
116	389
64	18
0	9
8	493
44	215
0	0
2	0
0	0
6	1
54	36
0	21
0	36
2	19
0	0
0	0
0	0
3	0
0	0
0	0
256	19
0	6
0	13
0	69
0	123
75	2896
10	181
7	10
0	1000
0	2433
119	442
0	881
20	1
3	243
2	2
4	25
5	178
102	1
0	348
2	0
0	0
0	0
7	0
0	128
0	128
1	127
0	0
1	4
1	106
5	98
0	17
0	126
0	5
0	7
0	10
0	8
0	0
0	0
0	26
0	0
0	0
0	0
1	0
0	0
453	1364
3	84
0	3
0	1021
0	244
31	37
32	1369
2	1255
0	0
303	0
0	292
0	0
0	0
1	0
15	0
0	0
0	0
42	0
2	0
10	0
0	0
0	0
0	0
0	0
0	13
0	13
0	17
2	17
0	3
0	1
0	6
1	6
3	7
1	1
0	1
0	0
0	0
1	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
85	3
10	44
1	41
0	3
0	1
0	40
3	6
0	6
19	1
0	6
0	6
2	639
1	0
0	0
44	46
0	46
0	2
8	0
0	13
1646	7
11	8
0	6
1	0
0	0
0	0
0	0
0	0
0	0
2	147
0	153
0	161
25	0
1	121
6	132
1	161
0	17
0	24
0	125
40	5
21	3
0	1
0	0
1	1
60	19
4	4
0	5
0	154
2	126
5	5
0	33
0	0
0	29
0	110
0	11
0	128
0	43
0	0
0	16
0	3
0	16
0	111
0	0
0	129
0	35
0	11
1	0
0	2
0	1
0	1
0	0
0	1
0	0
26	43
0	43
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
148	341
0	156
3	156
0	117
103	185
4	36
6	24
13	0
1	3
123	479
235	117
0	103
0	191
0	16
6	240
88	252
0	49
0	177
3	46
0	39
3	373
0	13
471	37
9	52
27	12
4	9
7	4
2	1
0	1
0	82
6	1
11	17
0	0
1	59
0	0
2975	3855
0	242
15	551
165	91
7	6
1	2965
36	31
2	229
0	0
109	0
1	31
20	31
20	0
2	9
12	0
5	0
