UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	21
0	15
2	18
0	7
1	3
1	0
1	3
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	7
0	0
0	0
0	0
0	49
0	193
32	451
14	76
0	316
30	107
7	211
0	39
5	0
0	0
1	432
511	714
0	433
0	182
0	111
10	477
1	318
36	87
0	357
41	983
1	949
0	53
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	739
4	1109
8	167
15	761
0	91
0	57
2	934
0	279
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
27	0
0	0
0	0
0	13
0	38
22	823
0	14
0	8
0	410
1	751
3	151
0	293
56	12
0	47
1	5
0	10
1	55
27	5
0	86
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	131
0	0
0	0
0	0
0	0
2	0
249	1168
0	136
0	0
0	843
0	214
4	63
12	1113
0	1071
0	0
27	0
14	17336
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	11
0	11
0	8
0	6
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
466	3
25	1216
16	1163
1	66
2	140
0	1011
0	3
0	2
2	0
0	3
0	3
4	810
1	0
0	0
2	2
1	2
0	0
0	0
0	0
405	1
0	149
0	0
3	2
0	2
0	149
0	1
0	149
0	149
3	263
0	247
0	266
0	0
0	164
1	200
0	263
0	8
0	13
0	185
8	5
14	41
0	3
0	0
0	71
0	255
0	107
0	110
0	55
0	216
2	133
0	182
0	60
0	69
0	71
0	65
0	56
0	185
0	10
0	178
0	61
0	179
0	95
0	42
0	91
0	184
0	161
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
66	992
0	585
0	501
0	274
51	391
0	157
0	74
1	0
0	0
45	181
1	2
0	1
0	15
0	2
1	19
3	20
0	2
0	17
0	3
0	0
0	151
0	4
25	6
0	19
0	10
5	11
0	14
0	0
0	3
0	41
6	2
2	14
0	5
0	40
0	0
983	1015
0	171
0	197
5	58
0	7
0	578
0	21
0	79
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
