UniqueCount	AmbigCount
0	0
0	0
0	10
2	9
6	10
0	0
1	0
0	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
56	10
1	10
2	0
0	0
0	0
18	180
1	118
4	140
0	127
4	23
2	2
3	43
0	40
3	0
0	0
2	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	16
28	453
115	826
17	22
0	473
51	17
7	367
0	59
6	0
8	0
25	4312
6485	5871
0	4321
0	553
2	362
112	2726
133	2466
54	219
28	2120
406	3472
8	3370
0	57
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2714
74	4691
177	578
34	2775
40	210
0	14
25	3566
24	1194
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
43	3
266	37
9	24
0	13
0	75
0	155
109	3526
8	337
3	7
0	1102
2	2793
56	424
0	1061
11	2
0	331
1	0
0	21
11	252
24	1
0	527
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	45
0	0
0	0
0	0
0	0
7	0
1107	2647
8	198
0	5
0	1775
0	491
9	35
13	2502
2	2285
0	0
90	0
1	1502
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	5
1	6
0	0
0	0
0	0
6	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
144	0
743	9251
540	8080
3	146
13	429
6	7524
10	5
7	5
9	1
0	5
0	6
0	195
0	0
0	0
34	26
8	26
0	0
0	1
0	12
1561	1
10	12
0	0
8	12
1	12
0	14
0	11
0	13
0	13
28	697
0	729
0	768
19	10
5	560
0	583
14	729
0	32
2	57
3	571
29	8
15	20
0	0
0	0
0	10
367	54
1	36
0	13
0	120
2	113
49	36
0	44
0	11
0	31
0	98
0	26
0	100
0	54
0	0
0	18
0	7
0	20
0	100
2	1
0	101
0	47
0	9
0	1
0	2
0	1
0	1
0	1
0	1
0	0
306	539
0	537
15	0
0	1
2	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
474	1123
0	298
19	502
0	260
31	744
5	71
9	117
11	0
0	3
127	616
82	63
0	51
0	171
0	13
7	187
32	224
0	56
1	186
0	51
0	24
20	512
0	25
86	0
2	19
11	11
2	6
0	4
0	1
0	1
0	108
1	0
3	21
0	0
0	55
0	0
2961	2558
0	187
0	381
50	38
1	1
4	1949
8	12
1	135
0	0
22	0
0	0
0	0
