UniqueCount	AmbigCount
0	0
0	0
4	9
2	6
4	4
0	0
1	0
1	0
0	0
0	0
0	0
1	0
8	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	14
0	6
2	10
1	7
5	5
0	0
3	6
0	7
2	0
0	0
5	1
0	0
0	0
0	0
0	0
8	0
10	0
0	0
3	0
0	8
40	471
233	792
15	55
0	403
164	133
16	411
0	41
33	0
13	0
10	1741
3855	2794
3	1747
0	188
3	142
100	1464
68	1126
391	65
6	994
227	2253
6	2195
0	82
1	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	585
4	1057
48	154
100	595
46	20
0	2
9	838
23	283
0	0
1	0
0	0
7	0
19	22
0	13
0	22
3	17
0	0
0	0
3	0
0	0
0	0
3	0
289	11
0	3
0	8
0	68
0	182
70	3900
17	231
0	1
0	1193
0	3243
150	388
0	1444
26	4
7	409
18	6
4	27
6	237
78	4
0	424
0	0
1	0
0	0
0	0
0	59
0	59
0	60
2	0
0	0
0	47
0	40
0	8
0	58
0	0
0	0
0	3
0	6
1	0
0	0
0	32
0	0
0	0
0	0
0	0
2	0
393	1290
2	67
0	1
0	908
0	230
31	15
34	1265
10	1183
0	0
249	0
2	253
0	0
0	0
0	0
4	0
1	0
1	0
19	1
1	0
14	0
0	0
0	0
0	0
0	0
0	27
0	35
0	44
1	40
0	6
0	1
0	14
2	26
7	27
7	0
3	0
4	0
0	2
2	0
0	0
3	0
0	2
0	0
0	0
0	0
0	0
0	0
3	0
2	0
0	0
0	0
0	0
0	0
0	0
12	0
136	0
2	46
0	44
0	0
0	4
0	43
4	3
0	2
18	1
0	3
0	3
3	847
3	0
0	0
52	30
3	30
0	5
0	0
0	16
2662	2
2	12
1	10
9	4
0	2
0	4
0	2
0	4
0	4
7	404
0	384
0	425
80	5
0	268
18	328
1	408
0	4
4	18
0	319
51	8
44	11
0	0
0	0
0	2
73	19
0	7
0	5
0	152
6	136
9	5
0	49
0	1
0	20
2	123
0	20
0	133
0	63
0	0
0	17
0	3
0	17
0	120
0	0
0	134
0	49
0	9
3	0
0	2
0	0
0	0
0	0
0	2
0	0
16	24
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
207	573
1	231
5	245
0	166
74	342
4	63
3	28
17	0
0	10
86	464
225	109
0	95
0	207
0	15
6	238
72	240
0	65
0	211
2	59
0	38
2	324
0	25
347	9
7	20
26	9
6	7
9	4
0	0
0	1
0	59
6	0
6	3
0	0
0	46
0	0
3427	4563
0	200
25	585
198	88
10	0
6	3681
36	40
3	283
0	0
94	0
0	4
0	4
3	0
0	0
7	0
