UniqueCount	AmbigCount
0	0
0	0
4	43
3	31
39	31
0	0
9	0
9	0
4	0
0	0
10	0
0	0
15	0
27	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
5	47
0	27
1	37
0	28
1	15
0	0
0	15
0	20
4	0
0	0
1	0
0	0
0	0
0	0
0	0
5	0
1	0
0	0
1	0
0	18
6	266
118	576
32	21
0	372
125	89
13	295
0	45
17	0
8	0
0	946
1927	1413
0	948
0	123
1	74
42	755
8	586
177	71
11	517
328	3346
1	3262
0	86
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	763
11	1366
44	187
122	787
67	55
0	2
1	1088
39	379
0	0
0	0
2	0
0	0
7	15
0	5
0	15
1	12
0	0
0	0
1	0
0	0
1	0
1	0
235	26
0	10
0	16
0	45
0	115
97	3222
25	254
7	2
0	1058
0	2607
177	443
0	1017
5	2
9	270
8	1
18	37
8	227
103	0
0	309
20	0
1	0
0	0
0	0
0	71
0	71
1	71
0	0
1	0
0	56
0	51
4	11
0	70
0	2
0	8
0	2
0	3
1	0
1	0
1	43
0	0
0	0
0	0
0	0
3	0
523	1444
15	106
0	9
0	992
1	291
45	38
31	1375
2	1234
0	0
287	0
1	553
0	0
0	0
0	0
5	0
1	0
2	0
36	0
0	0
6	0
0	0
0	0
0	0
0	0
0	13
0	12
0	14
0	9
0	0
0	0
0	4
3	4
0	4
7	0
0	0
2	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
1	0
1	0
3	0
0	0
0	0
0	0
0	0
2	0
138	0
5	49
2	46
0	2
0	5
0	44
6	1
0	0
12	0
1	1
0	1
0	1742
2	0
0	0
94	103
3	103
0	7
0	3
2	41
2169	7
8	3
0	1
2	2
0	2
0	2
0	0
0	2
0	2
7	201
0	200
0	213
27	2
0	137
6	161
3	223
0	26
3	37
2	153
28	3
22	10
0	1
0	0
2	12
328	43
0	20
0	15
0	236
4	203
54	23
1	69
0	4
0	51
0	179
0	26
0	197
0	92
0	2
0	23
0	7
0	24
0	182
0	2
0	197
0	74
0	15
1	0
0	0
0	1
0	0
0	1
3	0
0	0
6	8
0	8
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
358	853
0	298
5	413
0	259
88	524
6	88
7	70
12	0
0	2
86	408
186	75
0	67
0	153
0	8
7	189
72	210
0	32
0	142
3	26
0	16
2	322
0	8
334	13
11	29
22	15
3	11
8	1
0	0
0	0
0	64
8	1
5	10
3	0
3	45
0	0
3185	4080
0	211
11	582
121	74
5	4
5	3203
18	20
0	242
3	0
64	0
0	11
8	11
6	0
0	2
3	0
