Sex	gene_id	gene_name	target_id	target_name	corrPower	changeCorr	signTissues	signTissuesN	medianLFC	corrTissuesN	corrTissues	medianLFC_target
Male	ENSMUSG00000085355.3	3010003L21Rik	ENSMUSG00000068250.14	Amn1	1	1	Liver	1	1.9656432463818394	1	Liver	1.0592750147602805
Male	ENSMUSG00000107970.2	Gm49058	ENSMUSG00000068250.14	Amn1	1	1	Kidney, Liver	2	1.7466039595575846	1	Liver	1.0592750147602805
Female	ENSMUSG00000098702.3	1500015A07Rik	ENSMUSG00000045730.5	Adrb2	1	1	Kidney, Muscle	2	0.701286213107236	1	Muscle	1.0586535129322607
Female	ENSMUSG00000120623.1	ENSMUSG00000120623	ENSMUSG00000045730.5	Adrb2	1	1	Muscle	1	0.7472909671120995	1	Muscle	1.0586535129322607
Female	ENSMUSG00000087412.6	Gm15501	ENSMUSG00000030641.11	Ddias	1	1	Kidney, Muscle	2	0.6867082344683259	1	Muscle	1.058360784533352
Male	ENSMUSG00000116298.2	4833412C15Rik	ENSMUSG00000054967.8	Zfp647	1	1	Liver	1	1.8565093178405838	1	Liver	1.0581079000909677
Female	ENSMUSG00000105742.2	Gm42748	ENSMUSG00000105340.6	Gm42878	1	1	Kidney	1	0.6948212866112368	1	Kidney	1.0574970009206224
Female	ENSMUSG00000120053.1	ENSMUSG00000120053	ENSMUSG00000105340.6	Gm42878	1	1	Kidney	1	1.3230146259276496	1	Kidney	1.0574970009206224
Male	ENSMUSG00000102930.2	Gm38115	ENSMUSG00000026113.18	Inpp4a	1	1	Muscle, Liver	2	1.152197898007751	1	Liver	1.0573583714664594
Male	ENSMUSG00000103159.2	F830112A20Rik	ENSMUSG00000026113.18	Inpp4a	1	1	Liver	1	1.5959061125271914	1	Liver	1.0573583714664594
Male	ENSMUSG00000087644.2	Gm14703	ENSMUSG00000039556.17	Ppp1r3f	1	1	Liver	1	1.1025432525441734	1	Liver	1.0567126749740228
Male	ENSMUSG00000106927.2	Gm43598	ENSMUSG00000056602.14	Fry	1	1	Liver	1	2.007895168790843	1	Liver	1.0567101234892682
Male	ENSMUSG00000107048.2	Gm43807	ENSMUSG00000056602.14	Fry	1	1	Liver	1	1.3148317304440615	1	Liver	1.0567101234892682
Male	ENSMUSG00000107096.4	Gm43597	ENSMUSG00000056602.14	Fry	1	1	Liver	1	0.5601991001571305	1	Liver	1.0567101234892682
Male	ENSMUSG00000109198.2	D7Bwg0826e	ENSMUSG00000062785.15	Kcnc3	1	1	Ileon	1	1.1668306164000672	1	Ileon	1.0566297711997275
Male	ENSMUSG00000109644.3	0610005C13Rik	ENSMUSG00000062785.15	Kcnc3	1	1	Ileon, Liver, Colon	3	1.7913307900389701	1	Ileon	1.0566297711997275
Male	ENSMUSG00000103288.2	Gm37273	ENSMUSG00000026692.13	Fmo4	1	1	Liver	1	9.16977078958169	1	Liver	1.0549747517764585
Male	ENSMUSG00000104546.2	Gm43858	ENSMUSG00000054942.14	Miga1	1	1	Ileon, Kidney, Muscle, Liver	4	1.0562475420850526	1	Liver	1.0543788927159312
Male	ENSMUSG00000104548.2	Gm43857	ENSMUSG00000054942.14	Miga1	1	1	Kidney, Liver	2	1.6222674864427702	1	Liver	1.0543788927159312
Male	ENSMUSG00000109314.2	Gm44699	ENSMUSG00000037563.16	Rps16	1	1	Muscle, Liver	2	1.2150495714272553	1	Liver	1.0542324051887553
Male	ENSMUSG00000054945.6	Gm9958	ENSMUSG00000043635.13	Adamts3	1	1	Kidney	1	1.0612031243833988	1	Kidney	1.0540633516526843
Male	ENSMUSG00000097994.2	Gm26982	ENSMUSG00000056952.14	Tatdn2	1	1	Liver	1	1.6376174629561382	1	Liver	1.0537891976257365
Female	ENSMUSG00000087497.9	2810001G20Rik	ENSMUSG00000070407.6	Hs3st3b1	1	1	Muscle, Liver	2	0.7763327186653218	1	Muscle	1.052933527140305
Male	ENSMUSG00000086216.2	Gm13610	ENSMUSG00000038860.16	Garnl3	1	1	Kidney	1	1.2510980879427558	1	Kidney	1.0524044987907455
Male	ENSMUSG00000082286.14	Pisd-ps1	ENSMUSG00000023764.19	Sfi1	1	1	Ileon	1	2.18769614943702	1	Ileon	1.0521840439494667
Female	ENSMUSG00000109679.2	Gm45342	ENSMUSG00000037316.10	Bag4	1	1	Kidney, Muscle	2	1.2048298396944856	1	Muscle	1.0509419462933285
Male	ENSMUSG00000108822.2	Gm44787	ENSMUSG00000050132.14	Sarm1	1	1	Liver	1	1.4637490188274438	1	Liver	1.0505300726326523
Female	ENSMUSG00000087381.10	Gm16008	ENSMUSG00000029063.17	Nadk	1	1	Muscle	1	1.6035959453205222	1	Muscle	1.049943438545893
Female	ENSMUSG00000120844.1	ENSMUSG00000120844	ENSMUSG00000029063.17	Nadk	1	1	Muscle	1	0.9034673378041937	1	Muscle	1.049943438545893
Male	ENSMUSG00000117947.2	Gm50226	ENSMUSG00000098374.2	Gm28043	1	1	Liver	1	1.5841432066784606	1	Liver	1.0499367724730988
Male	ENSMUSG00000105434.2	Gm43359	ENSMUSG00000029455.15	Aldh2	1	1	Kidney, Muscle, Liver	3	0.7862580527554996	1	Muscle	1.0491671857515386
Male	ENSMUSG00000106209.3	Gm42918	ENSMUSG00000029455.15	Aldh2	1	1	Muscle	1	1.053049850228174	1	Muscle	1.0491671857515386
Male	ENSMUSG00000120053.1	ENSMUSG00000120053	ENSMUSG00000029455.15	Aldh2	1	1	Muscle	1	0.974718291705036	1	Muscle	1.0491671857515386
Male	ENSMUSG00000120456.1	ENSMUSG00000120456	ENSMUSG00000039629.15	Strip2	1	1	Kidney, Muscle	2	1.5871681039231493	1	Muscle	1.0488307259120875
Male	ENSMUSG00000113517.2	Gm47905	ENSMUSG00000071551.14	Akr1c19	1	1	Ileon, Liver	2	2.020930582164653	1	Ileon	1.0487166769175909
Male	ENSMUSG00000113788.2	Gm47904	ENSMUSG00000071551.14	Akr1c19	1	1	Ileon, Liver	2	1.762139990506772	1	Ileon	1.0487166769175909
Male	ENSMUSG00000108551.2	Gm20274	ENSMUSG00000030779.17	Rbbp6	1	1	Liver	1	2.8648845861759495	1	Liver	1.0485440795797094
Male	ENSMUSG00000102719.2	Gm37760	ENSMUSG00000026020.10	Nop58	1	1	Liver	1	1.140452671866844	1	Liver	1.0482598527156337
Male	ENSMUSG00000103696.2	Gm37531	ENSMUSG00000026020.10	Nop58	1	1	Kidney, Liver	2	1.0124042900326045	1	Liver	1.0482598527156337
Male	ENSMUSG00000104052.2	Gm38125	ENSMUSG00000026020.10	Nop58	1	1	Kidney, Liver	2	1.1767400911554544	1	Liver	1.0482598527156337
Male	ENSMUSG00000106671.2	Gm42900	ENSMUSG00000058558.13	Rpl5	1	1	Kidney	1	1.902146813158175	1	Kidney	1.0472153851567516
Male	ENSMUSG00000100510.9	Hand2os1	ENSMUSG00000038193.5	Hand2	1	1	Liver, Heart	2	1.0255368827676188	1	Liver	1.0470317431835658
Male	ENSMUSG00000087611.3	4930458D05Rik	ENSMUSG00000000568.16	Hnrnpd	1	1	Kidney	1	0.9601854634318046	1	Kidney	1.046896365497909
Male	ENSMUSG00000108436.2	Gm44851	ENSMUSG00000053158.11	Fes	1	1	Liver	1	2.075044617705125	1	Liver	1.0460809510771674
Male	ENSMUSG00000109390.2	Gm45718	ENSMUSG00000053158.11	Fes	1	1	Kidney, Liver	2	1.302412948773528	1	Liver	1.0460809510771674
Male	ENSMUSG00000082377.2	Gm14415	ENSMUSG00000078880.11	Gm14308	1	1	Kidney	1	3.227504859777949	1	Kidney	1.0460179204913933
Male	ENSMUSG00000087474.2	Gm12100	ENSMUSG00000020303.3	Stc2	1	1	Heart	1	2.5336692161418792	1	Heart	1.0459942330862206
Male	ENSMUSG00000043794.9	D830025C05Rik	ENSMUSG00000037406.8	Htra4	1	1	Kidney, Muscle	2	1.1765039780582442	1	Kidney	1.0457662029597605
Male	ENSMUSG00000109679.2	Gm45342	ENSMUSG00000037406.8	Htra4	1	1	Kidney, Liver	2	1.7041816989509253	1	Kidney	1.0457662029597605
Male	ENSMUSG00000102732.2	Gm37342	ENSMUSG00000061143.16	Maml3	1	1	Liver	1	1.1290664064727833	1	Liver	1.0455837174987006
Male	ENSMUSG00000104735.2	C130075A20Rik	ENSMUSG00000061143.16	Maml3	1	1	Liver	1	1.2564577668245587	1	Liver	1.0455837174987006
Female	ENSMUSG00000109644.3	0610005C13Rik	ENSMUSG00000030825.20	Hsd17b14	1	1	Ileon, Kidney, Muscle, Liver	4	1.106653072816608	1	Muscle	1.0449914594774192
Female	ENSMUSG00000103065.2	Gm20236	ENSMUSG00000022091.7	Sorbs3	1	1	Liver	1	0.8258444472079862	1	Liver	1.0443124837631605
Female	ENSMUSG00000115186.2	Gm49417	ENSMUSG00000022091.7	Sorbs3	1	1	Liver	1	1.3302719419252638	1	Liver	1.0443124837631605
Male	ENSMUSG00000107534.2	Gm43920	ENSMUSG00000009145.7	Dqx1	1	1	Kidney, Muscle, Liver	3	0.9863260447271925	1	Liver	1.0441504812483382
Male	ENSMUSG00000108780.2	5430434F05Rik	ENSMUSG00000009145.7	Dqx1	1	1	Liver	1	2.2136831924007523	1	Liver	1.0441504812483382
Male	ENSMUSG00000042579.4	4632404H12Rik	ENSMUSG00000027950.8	Chrnb2	1	1	Kidney, Muscle, Liver	3	0.6948734172498539	1	Liver	1.0423417015029077
Male	ENSMUSG00000105941.2	Gm42809	ENSMUSG00000027950.8	Chrnb2	1	1	Muscle, Liver	2	1.7648004800401647	1	Liver	1.0423417015029077
Male	ENSMUSG00000108394.2	Gm45477	ENSMUSG00000027950.8	Chrnb2	1	1	Kidney, Muscle, Liver	3	0.9533239492079597	1	Liver	1.0423417015029077
Male	ENSMUSG00000108689.2	Gm45354	ENSMUSG00000027950.8	Chrnb2	1	1	Liver	1	1.7380299895218352	1	Liver	1.0423417015029077
Male	ENSMUSG00000102719.2	Gm37760	ENSMUSG00000026034.18	Clk1	1	1	Liver	1	1.140452671866844	1	Liver	1.0422184144834465
Male	ENSMUSG00000112545.3	1300014J16Rik	ENSMUSG00000021136.14	Smoc1	1	1	Kidney, Liver	2	0.9933650818913192	1	Liver	1.0414875485336181
Male	ENSMUSG00000101609.3	Kcnq1ot1	ENSMUSG00000037772.14	Mrpl23	1	1	Kidney, Liver	2	1.3103196854422388	1	Kidney	1.0412782471796318
Male	ENSMUSG00000104012.2	Gm37364	ENSMUSG00000037772.14	Mrpl23	1	1	Ileon, Kidney	2	1.1829119560169155	1	Kidney	1.0412782471796318
Male	ENSMUSG00000109638.2	Gm45630	ENSMUSG00000037772.14	Mrpl23	1	1	Kidney, Liver	2	1.5894044052483585	1	Kidney	1.0412782471796318
Male	ENSMUSG00000102504.2	Gm21955	ENSMUSG00000035969.16	Rusc2	1	1	Kidney, Liver	2	1.5244382159884005	1	Liver	1.0411187098400743
Male	ENSMUSG00000028177.14	1810013D15Rik	ENSMUSG00000028179.13	Cth	1	1	Liver	1	2.5287662684558865	1	Liver	1.0404780455531575
Male	ENSMUSG00000104528.2	Gm43314	ENSMUSG00000028179.13	Cth	1	1	Kidney, Liver	2	2.5712171527083676	1	Liver	1.0404780455531575
Male	ENSMUSG00000105643.2	Gm42611	ENSMUSG00000028179.13	Cth	1	1	Kidney, Liver	2	1.6333915919691049	1	Liver	1.0404780455531575
Male	ENSMUSG00000110894.2	Gm48335	ENSMUSG00000000295.14	Hddc2	1	1	Kidney	1	1.7792492926330497	1	Kidney	1.0399620782779782
Male	ENSMUSG00000111442.2	Gm48334	ENSMUSG00000000295.14	Hddc2	1	1	Kidney	1	1.864760903429674	1	Kidney	1.0399620782779782
Male	ENSMUSG00000121153.1	ENSMUSG00000121153	ENSMUSG00000055003.15	Lrtm2	1	1	Kidney	1	2.4761468350436315	1	Kidney	1.039632409194601
Female	ENSMUSG00000085189.3	Gm11963	ENSMUSG00000020474.12	Polm	1	1	Liver	1	1.950659858677285	1	Liver	1.039422476608568
Female	ENSMUSG00000086765.9	Gm11827	ENSMUSG00000028211.12	Trp53inp1	1	1	Muscle	1	1.3493308297827333	1	Muscle	1.0392174706498425
Male	ENSMUSG00000085779.2	Atcayos	ENSMUSG00000034781.6	Gna11	1	1	Colon, Heart	2	1.2060532020400003	1	Colon	1.039134298388876
Male	ENSMUSG00000087241.3	Gm11844	ENSMUSG00000086587.9	Gm11837	1	1	Kidney	1	2.4687530485186557	1	Kidney	1.038497078327433
Female	ENSMUSG00000121490.1	C920006O11Rik	ENSMUSG00000032348.7	Gsta4	1	1	Kidney	1	0.6689853230300555	1	Kidney	1.0383323553177233
Male	ENSMUSG00000117401.2	4833419F23Rik	ENSMUSG00000024235.12	Map3k8	1	1	Muscle	1	2.1498301128288877	1	Muscle	1.0374180156036044
Male	ENSMUSG00000120299.1	ENSMUSG00000120299	ENSMUSG00000024235.12	Map3k8	1	1	Muscle	1	2.016303299995977	1	Muscle	1.0374180156036044
Male	ENSMUSG00000105378.2	Gm42515	ENSMUSG00000051278.13	Zgrf1	1	1	Kidney	1	1.0002041701332942	1	Kidney	1.037067812314187
Male	ENSMUSG00000105550.2	Gm35585	ENSMUSG00000051278.13	Zgrf1	1	1	Kidney	1	1.2495461743641372	1	Kidney	1.037067812314187
Male	ENSMUSG00000105586.2	Gm43009	ENSMUSG00000051278.13	Zgrf1	1	1	Kidney	1	1.296472719084853	1	Kidney	1.037067812314187
Male	ENSMUSG00000105804.2	Gm43654	ENSMUSG00000051278.13	Zgrf1	1	1	Kidney, Muscle, Liver	3	1.1100305016141787	1	Kidney	1.037067812314187
Male	ENSMUSG00000106475.2	Gm43011	ENSMUSG00000051278.13	Zgrf1	1	1	Kidney, Muscle, Liver	3	1.0964928482168625	1	Kidney	1.037067812314187
Male	ENSMUSG00000105408.2	Gm7285	ENSMUSG00000037108.14	Zcwpw1	1	1	Kidney	1	1.4469346060609036	1	Kidney	1.0369250283703384
Male	ENSMUSG00000092051.3	Gm17229	ENSMUSG00000037608.17	Bclaf1	1	1	Liver	1	1.28541999192767	1	Liver	1.0367087464889533
Male	ENSMUSG00000116185.2	Gm49411	ENSMUSG00000022554.8	Hgh1	1	1	Kidney, Liver	2	1.3268484244004384	1	Liver	1.036364122133494
Male	ENSMUSG00000116238.2	Gm49413	ENSMUSG00000022554.8	Hgh1	1	1	Kidney, Liver	2	1.1072494700207145	1	Liver	1.036364122133494
Male	ENSMUSG00000116298.2	4833412C15Rik	ENSMUSG00000022554.8	Hgh1	1	1	Liver	1	1.8565093178405838	1	Liver	1.036364122133494
Male	ENSMUSG00000113250.2	Gm48585	ENSMUSG00000021182.17	Ccdc88c	1	1	Kidney, Muscle	2	1.3478477976255263	1	Kidney	1.0361998459160684
Male	ENSMUSG00000107054.2	C730045M19Rik	ENSMUSG00000072694.9	1500011B03Rik	1	1	Kidney, Liver	2	1.706966906495058	1	Kidney	1.0360938253024161
Male	ENSMUSG00000119132.1	Gm24407	ENSMUSG00000072694.9	1500011B03Rik	1	1	Kidney	1	2.567346968323731	1	Kidney	1.0360938253024161
Male	ENSMUSG00000119520.1	Gm24265	ENSMUSG00000072694.9	1500011B03Rik	1	1	Kidney	1	2.1237923278534114	1	Kidney	1.0360938253024161
Female	ENSMUSG00000108037.3	Gm44597	ENSMUSG00000004267.17	Eno2	1	1	Kidney, Muscle	2	0.8590450819649182	1	Kidney	1.0358296090156751
Male	ENSMUSG00000092274.5	Neat1	ENSMUSG00000024901.16	Peli3	1	1	Ileon, Kidney, Muscle, Heart	4	0.8744141447452718	1	Ileon	1.0358215634233896
Male	ENSMUSG00000110540.2	Gm45743	ENSMUSG00000039960.6	Rhou	1	1	Ileon	1	1.5092520689766586	1	Ileon	1.0357148320813607
Female	ENSMUSG00000108806.2	Gm44729	ENSMUSG00000049091.8	Sephs2	1	1	Ileon	1	1.2288446684499739	1	Ileon	1.035202094810214
Male	ENSMUSG00000113626.3	Gm7240	ENSMUSG00000044258.11	Ctla2a	1	1	Kidney	1	0.5700267906299193	1	Kidney	1.0350908044353089
Male	ENSMUSG00000114501.2	Gm48582	ENSMUSG00000044258.11	Ctla2a	1	1	Kidney, Muscle, Liver	3	1.4132347829497656	1	Kidney	1.0350908044353089
Male	ENSMUSG00000113126.2	Gm47588	ENSMUSG00000021456.9	Fbp2	1	1	Kidney	1	1.0367723962650388	1	Kidney	1.0346808935139895
Male	ENSMUSG00000113841.2	Gm48701	ENSMUSG00000021456.9	Fbp2	1	1	Ileon, Kidney, Liver	3	0.9679484460422524	1	Kidney	1.0346808935139895
Male	ENSMUSG00000114104.2	Gm47585	ENSMUSG00000021456.9	Fbp2	1	1	Kidney, Liver	2	1.2435353960975202	1	Kidney	1.0346808935139895
Male	ENSMUSG00000104891.2	2510017J16Rik	ENSMUSG00000040429.7	Mterf1a	1	1	Ileon, Kidney, Liver	3	1.4021594041754561	1	Kidney	1.0339211374295796
Male	ENSMUSG00000105893.2	Wdr46-ps	ENSMUSG00000040429.7	Mterf1a	1	1	Kidney, Liver	2	2.132198983037299	1	Kidney	1.0339211374295796
Male	ENSMUSG00000105950.2	Gm43679	ENSMUSG00000040429.7	Mterf1a	1	1	Kidney, Liver	2	1.6304899653548781	1	Kidney	1.0339211374295796
Male	ENSMUSG00000110618.2	Gm39822	ENSMUSG00000020387.16	Jade2	1	1	Muscle	1	1.484706063981437	1	Muscle	1.033563719220449
Male	ENSMUSG00000119989.1	Gm39213	ENSMUSG00000004994.13	Ccdc130	1	1	Kidney	1	0.9179858041475248	1	Kidney	1.032996608047635
Female	ENSMUSG00000103183.2	Gm37090	ENSMUSG00000029049.15	Morn1	1	1	Muscle, Liver	2	1.249997989674119	1	Liver	1.032514458053034
Female	ENSMUSG00000097164.4	Cep83os	ENSMUSG00000020020.9	Usp44	1	1	Kidney, Muscle, Liver	3	0.6977072758696309	1	Muscle	1.032248517026023
Male	ENSMUSG00000113067.2	Gm47166	ENSMUSG00000071177.5	Serpina1d	1	1	Kidney, Liver	2	1.7171418123085123	1	Kidney	1.0315824758770733
Male	ENSMUSG00000113328.2	Gm47260	ENSMUSG00000071177.5	Serpina1d	1	1	Kidney, Muscle, Liver	3	1.0304934211037937	1	Kidney	1.0315824758770733
Male	ENSMUSG00000093622.3	Gm20703	ENSMUSG00000003279.18	Dlgap1	1	1	Kidney, Colon	2	2.0909343159013574	1	Kidney	1.031382470228728
Male	ENSMUSG00000117069.2	Gm49894	ENSMUSG00000003279.18	Dlgap1	1	1	Kidney	1	1.1220382054893978	1	Kidney	1.031382470228728
Male	ENSMUSG00000121050.1	ENSMUSG00000121050	ENSMUSG00000032249.15	Anp32a	1	1	Kidney, Muscle, Liver	3	1.7395899009409117	2	Kidney, Muscle	1.0311150881843743
Male	ENSMUSG00000108780.2	5430434F05Rik	ENSMUSG00000030042.16	Pole4	1	1	Liver	1	2.2136831924007523	1	Liver	1.0310772340877172
Male	ENSMUSG00000106678.2	Gm43457	ENSMUSG00000037210.17	Fam193a	1	1	Liver	1	1.5742423362521507	1	Liver	1.0307305544255008
Male	ENSMUSG00000107227.2	Gm42559	ENSMUSG00000037210.17	Fam193a	1	1	Kidney, Muscle, Liver	3	1.1201375446405841	1	Liver	1.0307305544255008
Male	ENSMUSG00000044694.3	2010007H06Rik	ENSMUSG00000032060.11	Cryab	1	1	Kidney, Muscle	2	1.6032197733355686	1	Kidney	1.0298490691154378
Male	ENSMUSG00000116185.2	Gm49411	ENSMUSG00000022553.17	Maf1	1	1	Kidney, Liver	2	1.3268484244004384	1	Liver	1.0283943390292491
Male	ENSMUSG00000116238.2	Gm49413	ENSMUSG00000022553.17	Maf1	1	1	Kidney, Liver	2	1.1072494700207145	1	Liver	1.0283943390292491
Male	ENSMUSG00000116298.2	4833412C15Rik	ENSMUSG00000022553.17	Maf1	1	1	Liver	1	1.8565093178405838	1	Liver	1.0283943390292491
Male	ENSMUSG00000109397.2	Gm45117	ENSMUSG00000008206.17	Cers4	1	1	Ileon	1	2.357899148596582	1	Ileon	1.02664972558214
Male	ENSMUSG00000115955.2	9530056E24Rik	ENSMUSG00000053552.15	Ebf4	1	1	Kidney	1	1.1839677722698756	1	Kidney	1.0264881750058605
Male	ENSMUSG00000115030.2	Gm49274	ENSMUSG00000046434.17	Hnrnpa1	1	1	Liver	1	1.694727885294779	1	Liver	1.026219529369485
Male	ENSMUSG00000115210.2	Gm49308	ENSMUSG00000056234.16	Ncoa4	1	1	Liver	1	2.029183959120872	1	Liver	1.0258687119200693
Male	ENSMUSG00000112139.2	Gm47431	ENSMUSG00000035133.10	Arhgap5	1	1	Liver	1	1.8482915800072675	1	Liver	1.024447638828232
Male	ENSMUSG00000120607.1	ENSMUSG00000120607	ENSMUSG00000035133.10	Arhgap5	1	1	Liver	1	2.51810215226567	1	Liver	1.024447638828232
Male	ENSMUSG00000108942.2	Gm44660	ENSMUSG00000040734.15	Ppp1r13l	1	1	Liver	1	1.4494488134696675	1	Liver	1.023902928645523
Male	ENSMUSG00000089975.3	Gm7420	ENSMUSG00000001566.10	Mnx1	1	1	Ileon	1	1.7749366462359024	1	Ileon	1.021665508510677
Female	ENSMUSG00000113752.2	Gm47817	ENSMUSG00000021238.12	Aldh6a1	1	1	Muscle	1	1.1512471989915385	1	Muscle	1.021608593065409
Female	ENSMUSG00000121028.1	ENSMUSG00000121028	ENSMUSG00000052566.9	Hook2	1	1	Liver	1	1.103026572342442	1	Liver	1.0212808102597617
Male	ENSMUSG00000120312.1	ENSMUSG00000120312	ENSMUSG00000020894.17	Vamp2	1	1	Kidney, Muscle, Liver, Colon	4	2.1892425257013572	1	Liver	1.0212568287538368
Male	ENSMUSG00000106678.2	Gm43457	ENSMUSG00000001082.13	Mfsd10	1	1	Liver	1	1.5742423362521507	1	Liver	1.0211362524652172
Male	ENSMUSG00000106928.2	Gm43860	ENSMUSG00000001082.13	Mfsd10	1	1	Muscle, Liver	2	1.5210319425846432	1	Liver	1.0211362524652172
Male	ENSMUSG00000107227.2	Gm42559	ENSMUSG00000001082.13	Mfsd10	1	1	Kidney, Muscle, Liver	3	1.1201375446405841	1	Liver	1.0211362524652172
Male	ENSMUSG00000085355.3	3010003L21Rik	ENSMUSG00000032712.17	Resf1	1	1	Liver	1	1.9656432463818394	1	Liver	1.02085790328318
Male	ENSMUSG00000107970.2	Gm49058	ENSMUSG00000032712.17	Resf1	1	1	Kidney, Liver	2	1.7466039595575846	1	Liver	1.02085790328318
Male	ENSMUSG00000084771.10	A230072E10Rik	ENSMUSG00000025260.11	Hsd17b10	1	1	Kidney, Muscle, Liver	3	1.133573652396313	2	Kidney, Muscle	1.0191511887361062
Male	ENSMUSG00000106229.2	Gm19409	ENSMUSG00000029165.18	Agbl5	1	1	Liver	1	1.052015256919856	1	Liver	1.0182282324600882
Male	ENSMUSG00000106717.2	Gm42798	ENSMUSG00000029165.18	Agbl5	1	1	Kidney, Liver	2	1.7923618375732124	1	Liver	1.0182282324600882
Female	ENSMUSG00000052730.8	Gm5111	ENSMUSG00000045466.19	Zfp956	1	1	Muscle	1	3.852597106969644	1	Muscle	1.017762109203683
Male	ENSMUSG00000093858.2	Gm19967	ENSMUSG00000020888.17	Dvl2	1	1	Kidney, Liver	2	1.0931272969744459	1	Liver	1.0174646729052315
Male	ENSMUSG00000119662.1	Gm22988	ENSMUSG00000020888.17	Dvl2	1	1	Ileon, Kidney, Liver	3	0.6230961315338452	1	Liver	1.0174646729052315
Male	ENSMUSG00000120312.1	ENSMUSG00000120312	ENSMUSG00000020888.17	Dvl2	1	1	Kidney, Muscle, Liver, Colon	4	2.1892425257013572	1	Liver	1.0174646729052315
Male	ENSMUSG00000105550.2	Gm35585	ENSMUSG00000050549.9	Fam241a	1	1	Kidney	1	1.2495461743641372	1	Kidney	1.0172649434380647
Male	ENSMUSG00000105804.2	Gm43654	ENSMUSG00000050549.9	Fam241a	1	1	Kidney, Muscle, Liver	3	1.1100305016141787	1	Kidney	1.0172649434380647
Female	ENSMUSG00000107120.2	Gm43059	ENSMUSG00000029136.10	Rbks	1	1	Muscle	1	1.2400065851149769	1	Muscle	1.0164300982990493
Female	ENSMUSG00000107197.2	Gm43312	ENSMUSG00000037355.15	Uvssa	1	1	Kidney	1	0.9371557926706553	1	Kidney	1.0156397618555912
Female	ENSMUSG00000106928.2	Gm43860	ENSMUSG00000029093.15	Sorcs2	1	1	Muscle	1	0.9494866074847117	1	Muscle	1.01531038349739
Male	ENSMUSG00000109045.2	Gm45084	ENSMUSG00000033917.16	Gde1	1	1	Muscle, Liver	2	1.3057013284785004	1	Liver	1.0150354661002727
Male	ENSMUSG00000109093.2	Gm39079	ENSMUSG00000033917.16	Gde1	1	1	Kidney, Liver	2	0.8186428540520384	1	Liver	1.0150354661002727
Male	ENSMUSG00000109379.2	Gm44550	ENSMUSG00000033917.16	Gde1	1	1	Kidney, Liver	2	1.1817430546455276	1	Liver	1.0150354661002727
Male	ENSMUSG00000120401.1	ENSMUSG00000120401	ENSMUSG00000075590.5	Nrbp2	1	1	Kidney	1	1.1175891044049169	1	Kidney	1.014871461970533
Male	ENSMUSG00000086725.2	A630052C17Rik	ENSMUSG00000032878.17	Ccdc85a	1	1	Kidney, Liver	2	1.2596873752183892	1	Kidney	1.014649242664042
Male	ENSMUSG00000116305.3	Lncppara	ENSMUSG00000078954.10	Arhgap8	1	1	Ileon, Kidney, Liver	3	0.5789235091086585	1	Kidney	1.0144129190156626
Male	ENSMUSG00000121095.1	ENSMUSG00000121095	ENSMUSG00000039117.17	Taf4	1	1	Kidney, Liver	2	1.5807451803596464	1	Liver	1.0140788947405004
Male	ENSMUSG00000118790.1	Gm25939	ENSMUSG00000046330.11	Rpl37a	1	1	Kidney	1	1.3832968950056246	1	Kidney	1.014068420351652
Male	ENSMUSG00000118839.1	Gm25360	ENSMUSG00000046330.11	Rpl37a	1	1	Kidney	1	1.3460448393798212	1	Kidney	1.014068420351652
Female	ENSMUSG00000080727.4	C920021L13Rik	ENSMUSG00000005774.13	Rfx5	1	1	Kidney, Muscle, Liver, Heart	4	1.8111425074136192	1	Muscle	1.013644883844362
Female	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000005774.13	Rfx5	1	1	Kidney, Muscle, Liver	3	1.7961881478588477	1	Muscle	1.013644883844362
Female	ENSMUSG00000086288.2	Gm15265	ENSMUSG00000005774.13	Rfx5	1	1	Muscle	1	1.901455884365995	1	Muscle	1.013644883844362
Female	ENSMUSG00000097835.3	Gm26910	ENSMUSG00000007480.7	Mc5r	1	1	Kidney, Muscle	2	0.8568573176985119	1	Muscle	1.013275707445246
Male	ENSMUSG00000056687.11	Gm11696	ENSMUSG00000044749.14	Abca6	1	1	Muscle, Liver, Heart	3	1.424496261642195	1	Liver	1.0130704232385506
Female	ENSMUSG00000116571.2	Gm49741	ENSMUSG00000117819.2	Gm50253	1	1	Kidney	1	1.0781421782915808	1	Kidney	1.0121750687496007
Female	ENSMUSG00000085355.3	3010003L21Rik	ENSMUSG00000039958.18	Etfbkmt	1	1	Liver	1	1.5820483699429213	1	Liver	1.0116602554158525
Female	ENSMUSG00000107970.2	Gm49058	ENSMUSG00000039958.18	Etfbkmt	1	1	Ileon, Liver	2	0.8791743955225884	1	Liver	1.0116602554158525
Male	ENSMUSG00000108806.2	Gm44729	ENSMUSG00000030806.7	Stx1b	1	1	Muscle	1	1.1214941891460188	1	Muscle	1.0114367710189545
Male	ENSMUSG00000106209.3	Gm42918	ENSMUSG00000042726.15	Trafd1	1	1	Muscle	1	1.053049850228174	1	Muscle	1.01107898389799
Male	ENSMUSG00000120053.1	ENSMUSG00000120053	ENSMUSG00000042726.15	Trafd1	1	1	Muscle	1	0.974718291705036	1	Muscle	1.01107898389799
