Sex	gene_id	gene_name	target_id	target_name	corrPower	changeCorr	signTissues	signTissuesN	medianLFC	corrTissuesN	corrTissues	medianLFC_target
Male	ENSMUSG00000098708.9	Gm27252	ENSMUSG00000052040.11	Klf13	5	1	Ileon, Kidney, Muscle, Liver, Heart	5	2.9761388432676923	5	Ileon, Kidney, Muscle, Liver, Heart	0.6211581368998546
Female	ENSMUSG00000109644.3	0610005C13Rik	ENSMUSG00000059824.13	Dbp	4	1	Ileon, Kidney, Muscle, Liver	4	1.106653072816608	4	Ileon, Kidney, Muscle, Liver	3.669327617619287
Male	ENSMUSG00000121472.1	ENSMUSG00000121472	ENSMUSG00000038550.11	Ciart	4	1	Ileon, Kidney, Muscle, Colon	4	4.654502531107905	4	Ileon, Kidney, Muscle, Colon	3.255166311333026
Male	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000038550.11	Ciart	4	1	Ileon, Kidney, Muscle, Liver	4	1.357800054470862	4	Ileon, Kidney, Muscle, Liver	2.7501213016513244
Male	ENSMUSG00000085956.3	4930481B07Rik	ENSMUSG00000038550.11	Ciart	4	1	Kidney, Muscle, Liver, Colon	4	1.610668269873802	4	Kidney, Muscle, Liver, Colon	2.7501213016513244
Male	ENSMUSG00000080727.4	C920021L13Rik	ENSMUSG00000038550.11	Ciart	4	1	Ileon, Kidney, Muscle, Heart	4	1.7463303419146081	4	Ileon, Kidney, Muscle, Heart	2.159099929503435
Male	ENSMUSG00000091994.3	E130317F20Rik	ENSMUSG00000045193.14	Cirbp	4	1	Ileon, Kidney, Muscle, Liver	4	0.9458564093987698	4	Ileon, Kidney, Muscle, Liver	1.7787678062488104
Male	ENSMUSG00000097164.4	Cep83os	ENSMUSG00000020027.19	Socs2	4	1	Ileon, Kidney, Muscle, Liver	4	0.9001880494956712	4	Ileon, Kidney, Muscle, Liver	1.4207462125428938
Male	ENSMUSG00000066175.4	2510046G10Rik	ENSMUSG00000030711.17	Sult1a1	4	1	Ileon, Kidney, Muscle, Liver	4	1.5741180779746746	4	Ileon, Kidney, Muscle, Liver	1.4000089125545827
Male	ENSMUSG00000120029.1	ENSMUSG00000120029	ENSMUSG00000024352.13	Spata24	4	1	Kidney, Muscle, Liver, Heart	4	1.0460076414027193	4	Kidney, Muscle, Liver, Heart	1.3888882780050573
Male	ENSMUSG00000043993.8	2900052L18Rik	ENSMUSG00000048445.7	Ccdc57	4	1	Ileon, Kidney, Muscle, Liver, Heart	5	1.2596464839002115	4	Ileon, Kidney, Muscle, Liver	1.1833430915555374
Male	ENSMUSG00000075389.5	Reno1	ENSMUSG00000048445.7	Ccdc57	4	1	Ileon, Kidney, Muscle, Liver, Heart	5	1.0181884533021341	4	Ileon, Kidney, Muscle, Liver	1.1833430915555374
Female	ENSMUSG00000043993.8	2900052L18Rik	ENSMUSG00000048445.7	Ccdc57	4	1	Ileon, Kidney, Muscle, Liver	4	0.97878954996987	4	Ileon, Kidney, Muscle, Liver	1.1808505009874086
Male	ENSMUSG00000086629.10	2810403D21Rik	ENSMUSG00000031245.9	Hmgn5	4	1	Kidney, Muscle, Liver, Heart	4	1.3643267868269189	4	Kidney, Muscle, Liver, Heart	0.8846270155422552
Male	ENSMUSG00000085148.2	Mir22hg	ENSMUSG00000006127.10	Inpp5k	4	1	Kidney, Muscle, Liver, Heart	4	1.1222184655803955	4	Kidney, Muscle, Liver, Heart	0.7847801887460442
Male	ENSMUSG00000108825.2	Gm45838	ENSMUSG00000046027.18	Stard5	4	1	Ileon, Kidney, Muscle, Liver	4	1.9957549498882345	4	Ileon, Kidney, Muscle, Liver	0.7642162941491732
Male	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000028106.14	Rprd2	4	1	Ileon, Kidney, Muscle, Liver	4	1.357800054470862	4	Ileon, Kidney, Muscle, Liver	0.7567187153926678
Male	ENSMUSG00000080727.4	C920021L13Rik	ENSMUSG00000028106.14	Rprd2	4	1	Ileon, Kidney, Muscle, Heart	4	1.7463303419146081	4	Ileon, Kidney, Muscle, Heart	0.7338576870407916
Male	ENSMUSG00000102780.2	Gm38253	ENSMUSG00000056260.16	Lrif1	4	1	Ileon, Kidney, Muscle, Liver	4	1.1973151869932503	4	Ileon, Kidney, Muscle, Liver	0.6191737340206289
Male	ENSMUSG00000103611.2	Gm37195	ENSMUSG00000032410.14	Xrn1	4	1	Ileon, Kidney, Muscle, Liver	4	2.220791571179555	4	Ileon, Kidney, Muscle, Liver	0.55469672834487
Male	ENSMUSG00000113328.2	Gm47260	ENSMUSG00000079012.12	Serpina3m	3	1	Kidney, Muscle, Liver	3	1.0304934211037937	3	Kidney, Muscle, Liver	4.201812347512685
Male	ENSMUSG00000091994.3	E130317F20Rik	ENSMUSG00000061780.7	Cfd	3	1	Ileon, Kidney, Muscle, Liver	4	0.9458564093987698	3	Ileon, Kidney, Muscle	3.9697509375624094
Male	ENSMUSG00000109644.3	0610005C13Rik	ENSMUSG00000059824.13	Dbp	3	1	Ileon, Liver, Colon	3	1.7913307900389701	3	Ileon, Liver, Colon	3.729385169645575
Male	ENSMUSG00000092220.2	Gm20528	ENSMUSG00000089960.2	Ugt1a1	3	1	Kidney, Liver, Colon	3	1.6286908803489926	3	Kidney, Liver, Colon	3.653641992355709
Male	ENSMUSG00000105434.2	Gm43359	ENSMUSG00000029445.14	Hpd	3	1	Kidney, Muscle, Liver	3	0.7862580527554996	3	Kidney, Muscle, Liver	3.6415030766697245
Male	ENSMUSG00000085148.2	Mir22hg	ENSMUSG00000020848.8	Doc2b	3	1	Kidney, Muscle, Liver, Heart	4	1.1222184655803955	3	Kidney, Muscle, Heart	3.1026341542307927
Male	ENSMUSG00000066170.9	E230001N04Rik	ENSMUSG00000024222.18	Fkbp5	3	1	Ileon, Kidney, Liver	3	1.5185417501513199	3	Ileon, Kidney, Liver	2.850898891042198
Male	ENSMUSG00000117294.2	Gm49839	ENSMUSG00000024222.18	Fkbp5	3	1	Ileon, Kidney, Liver	3	1.5863672248975447	3	Ileon, Kidney, Liver	2.850898891042198
Male	ENSMUSG00000117313.2	Gm49838	ENSMUSG00000024222.18	Fkbp5	3	1	Ileon, Kidney, Liver	3	1.5523074543101023	3	Ileon, Kidney, Liver	2.850898891042198
Male	ENSMUSG00000093553.2	Gm20633	ENSMUSG00000038550.11	Ciart	3	1	Ileon, Kidney, Muscle	3	0.861118804779148	3	Ileon, Kidney, Muscle	2.712014500627316
Female	ENSMUSG00000080727.4	C920021L13Rik	ENSMUSG00000038550.11	Ciart	3	1	Kidney, Muscle, Liver, Heart	4	1.8111425074136192	3	Kidney, Muscle, Liver	2.4976340795503553
Female	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000038550.11	Ciart	3	1	Kidney, Muscle, Liver	3	1.7961881478588477	3	Kidney, Muscle, Liver	2.4976340795503553
Male	ENSMUSG00000113328.2	Gm47260	ENSMUSG00000021091.9	Serpina3n	3	1	Kidney, Muscle, Liver	3	1.0304934211037937	3	Kidney, Muscle, Liver	2.2829633202779727
Male	ENSMUSG00000107362.2	Gm40309	ENSMUSG00000029195.11	Klb	3	1	Kidney, Muscle, Liver	3	1.469675666625438	3	Kidney, Muscle, Liver	2.269154105929505
Male	ENSMUSG00000104969.2	Gm43445	ENSMUSG00000056025.13	Clca3a1	3	1	Kidney, Muscle, Liver	3	1.577231612891619	3	Kidney, Muscle, Liver	2.206378183793179
Male	ENSMUSG00000100975.3	Gm28875	ENSMUSG00000021091.9	Serpina3n	3	1	Kidney, Muscle, Heart	3	1.5908144267753805	3	Kidney, Muscle, Heart	2.200398147279527
Male	ENSMUSG00000105442.2	Gm42614	ENSMUSG00000029167.14	Ppargc1a	3	1	Ileon, Kidney, Muscle, Liver	4	2.260294223847465	3	Ileon, Kidney, Liver	2.0101639957394255
Male	ENSMUSG00000105622.2	Gm42615	ENSMUSG00000029167.14	Ppargc1a	3	1	Ileon, Kidney, Muscle, Liver	4	2.2944188497766547	3	Ileon, Kidney, Liver	2.0101639957394255
Male	ENSMUSG00000105762.2	Gm43605	ENSMUSG00000029167.14	Ppargc1a	3	1	Ileon, Kidney, Liver	3	2.2524241115508747	3	Ileon, Kidney, Liver	2.0101639957394255
Male	ENSMUSG00000111131.2	9930024M15Rik	ENSMUSG00000038332.14	Sesn1	3	1	Ileon, Kidney, Muscle, Liver	4	1.339861837950923	3	Kidney, Muscle, Liver	2.005550620446292
Male	ENSMUSG00000102780.2	Gm38253	ENSMUSG00000074340.10	Ovgp1	3	1	Ileon, Kidney, Muscle, Liver	4	1.1973151869932503	3	Kidney, Muscle, Liver	1.9387192874481223
Male	ENSMUSG00000105272.2	Gm43071	ENSMUSG00000074340.10	Ovgp1	3	1	Kidney, Muscle, Liver	3	1.2095499481424739	3	Kidney, Muscle, Liver	1.9387192874481223
Male	ENSMUSG00000042579.4	4632404H12Rik	ENSMUSG00000027947.12	Il6ra	3	1	Kidney, Muscle, Liver	3	0.6948734172498539	3	Kidney, Muscle, Liver	1.869794436351405
Male	ENSMUSG00000108394.2	Gm45477	ENSMUSG00000027947.12	Il6ra	3	1	Kidney, Muscle, Liver	3	0.9533239492079597	3	Kidney, Muscle, Liver	1.869794436351405
Male	ENSMUSG00000085241.8	Snhg3	ENSMUSG00000028862.7	Map3k6	3	1	Kidney, Muscle, Liver, Colon	4	0.9274523021022893	3	Kidney, Muscle, Liver	1.869320232305516
Male	ENSMUSG00000086290.11	Snhg12	ENSMUSG00000028862.7	Map3k6	3	1	Kidney, Muscle, Liver	3	1.283294433236169	3	Kidney, Muscle, Liver	1.869320232305516
Male	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000044505.6	Lingo4	3	1	Ileon, Kidney, Muscle, Liver	4	1.357800054470862	3	Ileon, Kidney, Liver	1.8305712655280102
Male	ENSMUSG00000091994.3	E130317F20Rik	ENSMUSG00000020131.15	Pcsk4	3	1	Ileon, Kidney, Muscle, Liver	4	0.9458564093987698	3	Ileon, Kidney, Muscle	1.8078937728071633
Male	ENSMUSG00000107451.2	Gm44421	ENSMUSG00000030087.12	Klf15	3	1	Ileon, Kidney, Muscle	3	1.9989884456177505	3	Ileon, Kidney, Muscle	1.765817397031223
Male	ENSMUSG00000117430.2	Gm49968	ENSMUSG00000040957.16	Cables1	3	1	Ileon, Kidney, Muscle, Liver	4	1.7201541668397806	3	Ileon, Muscle, Liver	1.694031831922692
Female	ENSMUSG00000117869.2	Snhg4	ENSMUSG00000024352.13	Spata24	3	1	Kidney, Muscle, Liver	3	0.5008238291710604	3	Kidney, Muscle, Liver	1.5857580070542658
Female	ENSMUSG00000084846.2	A730011C13Rik	ENSMUSG00000044505.6	Lingo4	3	1	Kidney, Muscle, Liver	3	1.7961881478588477	3	Kidney, Muscle, Liver	1.5715526537975373
Male	ENSMUSG00000120312.1	ENSMUSG00000120312	ENSMUSG00000020893.18	Per1	3	1	Kidney, Muscle, Liver, Colon	4	2.1892425257013572	3	Kidney, Muscle, Liver	1.4564683159037268
Male	ENSMUSG00000103976.2	Gm37677	ENSMUSG00000042429.9	Adora1	3	1	Kidney, Muscle, Liver	3	1.30343361353352	3	Kidney, Muscle, Liver	1.4437492996699794
Male	ENSMUSG00000105572.2	Gm43300	ENSMUSG00000028134.12	Ptbp2	3	1	Kidney, Muscle, Liver	3	1.3268256814996549	3	Kidney, Muscle, Liver	1.4155327764825314
Male	ENSMUSG00000106037.2	Gm4332	ENSMUSG00000028134.12	Ptbp2	3	1	Kidney, Liver, Heart	3	1.4768600705176467	3	Kidney, Liver, Heart	1.4155327764825314
Male	ENSMUSG00000106099.2	Gm42664	ENSMUSG00000028134.12	Ptbp2	3	1	Kidney, Muscle, Liver	3	1.2876011441824324	3	Kidney, Muscle, Liver	1.4155327764825314
Male	ENSMUSG00000085241.8	Snhg3	ENSMUSG00000028893.9	Sesn2	3	1	Kidney, Muscle, Liver, Colon	4	0.9274523021022893	3	Muscle, Liver, Colon	1.3991272373470205
Male	ENSMUSG00000117869.2	Snhg4	ENSMUSG00000024352.13	Spata24	3	1	Kidney, Muscle, Liver	3	1.0402525236790738	3	Kidney, Muscle, Liver	1.3713182856209913
Male	ENSMUSG00000112300.2	Gm47976	ENSMUSG00000020262.16	Adarb1	3	1	Ileon, Muscle, Liver	3	1.3166458334915978	3	Ileon, Muscle, Liver	1.3494945750877079
Male	ENSMUSG00000112433.2	Gm30122	ENSMUSG00000020262.16	Adarb1	3	1	Ileon, Kidney, Liver	3	2.387467738625244	3	Ileon, Kidney, Liver	1.3494945750877079
Male	ENSMUSG00000112734.2	Gm47644	ENSMUSG00000038594.10	Cep85l	3	1	Kidney, Muscle, Liver	3	1.5699399394255298	3	Kidney, Muscle, Liver	1.3276794256022886
Male	ENSMUSG00000107083.2	Gm43313	ENSMUSG00000037355.15	Uvssa	3	1	Kidney, Muscle, Liver	3	0.9757506244003936	3	Kidney, Muscle, Liver	1.2917087203758097
Male	ENSMUSG00000107197.2	Gm43312	ENSMUSG00000037355.15	Uvssa	3	1	Kidney, Muscle, Liver	3	0.9582447770208672	3	Kidney, Muscle, Liver	1.2917087203758097
Female	ENSMUSG00000085207.3	Gm11767	ENSMUSG00000048445.7	Ccdc57	3	1	Kidney, Muscle, Liver	3	1.1565361475241664	3	Kidney, Muscle, Liver	1.2749986936062427
Male	ENSMUSG00000102225.2	Gm37983	ENSMUSG00000041361.14	Myzap	3	1	Kidney, Muscle, Liver	3	1.3988004639959726	3	Kidney, Muscle, Liver	1.2718782718625528
Male	ENSMUSG00000103133.2	Gm37303	ENSMUSG00000041361.14	Myzap	3	1	Kidney, Muscle, Liver	3	1.2975514300835667	3	Kidney, Muscle, Liver	1.2718782718625528
Male	ENSMUSG00000104078.2	Gm37023	ENSMUSG00000041361.14	Myzap	3	1	Ileon, Kidney, Muscle, Liver	4	1.371016535434193	3	Kidney, Muscle, Liver	1.2718782718625528
Male	ENSMUSG00000104432.2	A430027C01Rik	ENSMUSG00000041361.14	Myzap	3	1	Ileon, Kidney, Muscle, Liver	4	1.4651395889293741	3	Kidney, Muscle, Liver	1.2718782718625528
Male	ENSMUSG00000104467.2	Gm37660	ENSMUSG00000041361.14	Myzap	3	1	Kidney, Muscle, Liver	3	2.1570965175300008	3	Kidney, Muscle, Liver	1.2718782718625528
Male	ENSMUSG00000103937.2	Gm37186	ENSMUSG00000005718.9	Tfap4	3	1	Kidney, Muscle, Liver	3	1.7204291759978454	3	Kidney, Muscle, Liver	1.2432044494328651
Male	ENSMUSG00000119662.1	Gm22988	ENSMUSG00000020893.18	Per1	3	1	Ileon, Kidney, Liver	3	0.6230961315338452	3	Ileon, Kidney, Liver	1.2273281350226495
Male	ENSMUSG00000105388.2	Rpl36a-ps2	ENSMUSG00000036863.13	Syde2	3	1	Kidney, Muscle, Liver, Heart	4	0.914540481718406	3	Muscle, Liver, Heart	1.1848069286782916
Male	ENSMUSG00000097835.3	Gm26910	ENSMUSG00000024524.18	Gnal	3	1	Kidney, Muscle, Liver	3	1.2437544225647357	3	Kidney, Muscle, Liver	1.1520825478540015
Male	ENSMUSG00000103611.2	Gm37195	ENSMUSG00000032411.16	Tfdp2	3	1	Ileon, Kidney, Muscle, Liver	4	2.220791571179555	3	Kidney, Muscle, Liver	1.10516918321716
Female	ENSMUSG00000075389.5	Reno1	ENSMUSG00000048445.7	Ccdc57	3	1	Ileon, Kidney, Muscle	3	1.1610009666514978	3	Ileon, Kidney, Muscle	1.0867023083685745
Male	ENSMUSG00000111264.2	E030022I16Rik	ENSMUSG00000032092.6	Mpzl2	3	1	Kidney, Muscle, Liver	3	1.2872491995899056	3	Kidney, Muscle, Liver	1.0790061224783591
Female	ENSMUSG00000075511.11	1700001L05Rik	ENSMUSG00000061740.9	Cyp2d22	3	1	Ileon, Muscle, Liver	3	1.1842414987333296	3	Ileon, Muscle, Liver	1.0695190578167617
Male	ENSMUSG00000117430.2	Gm49968	ENSMUSG00000005836.11	Gata6	3	1	Ileon, Kidney, Muscle, Liver	4	1.7201541668397806	3	Kidney, Muscle, Liver	1.053532341955271
Male	ENSMUSG00000113195.2	Gm48586	ENSMUSG00000021182.17	Ccdc88c	3	1	Ileon, Kidney, Liver	3	1.8008390095177016	3	Ileon, Kidney, Liver	1.0361998459160684
Male	ENSMUSG00000091994.3	E130317F20Rik	ENSMUSG00000055862.8	Izumo4	3	1	Ileon, Kidney, Muscle, Liver	4	0.9458564093987698	3	Kidney, Muscle, Liver	1.0234706272183705
Male	ENSMUSG00000042579.4	4632404H12Rik	ENSMUSG00000027936.19	Crtc2	3	1	Kidney, Muscle, Liver	3	0.6948734172498539	3	Kidney, Muscle, Liver	1.0064516863297135
Male	ENSMUSG00000108394.2	Gm45477	ENSMUSG00000027936.19	Crtc2	3	1	Kidney, Muscle, Liver	3	0.9533239492079597	3	Kidney, Muscle, Liver	1.0064516863297135
Male	ENSMUSG00000111264.2	E030022I16Rik	ENSMUSG00000009927.10	Rps25	3	1	Kidney, Muscle, Liver	3	1.2872491995899056	3	Kidney, Muscle, Liver	1.0010816077654463
Male	ENSMUSG00000104094.2	Gm37314	ENSMUSG00000044244.19	Il20rb	3	1	Ileon, Kidney, Muscle, Liver	4	1.5394232956823382	3	Ileon, Kidney, Liver	0.9947750547545094
Male	ENSMUSG00000097743.2	Gm16973	ENSMUSG00000021938.13	Pspc1	3	1	Kidney, Muscle, Liver	3	0.8419351464562788	3	Kidney, Muscle, Liver	0.9935508366239677
Male	ENSMUSG00000104891.2	2510017J16Rik	ENSMUSG00000058503.12	Fam133b	3	1	Ileon, Kidney, Liver	3	1.4021594041754561	3	Ileon, Kidney, Liver	0.9590181890136247
Female	ENSMUSG00000105388.2	Rpl36a-ps2	ENSMUSG00000036863.13	Syde2	3	1	Kidney, Muscle, Liver, Heart	4	0.8761140840297508	3	Kidney, Muscle, Liver	0.9372094958771862
Male	ENSMUSG00000069713.4	4933406P04Rik	ENSMUSG00000037608.17	Bclaf1	3	1	Kidney, Muscle, Liver	3	1.0676285479649834	3	Kidney, Muscle, Liver	0.9367187884202152
Female	ENSMUSG00000042579.4	4632404H12Rik	ENSMUSG00000027950.8	Chrnb2	3	1	Kidney, Muscle, Liver	3	0.7773603261641607	3	Kidney, Muscle, Liver	0.9316752782480452
Male	ENSMUSG00000114622.2	Gm18990	ENSMUSG00000021597.17	Slf1	3	1	Kidney, Muscle, Liver	3	1.5345829012258414	3	Kidney, Muscle, Liver	0.9161852246920066
Male	ENSMUSG00000114104.2	Gm47585	ENSMUSG00000021458.18	Aopep	3	1	Kidney, Liver	2	1.2435353960975202	2	Kidney, Liver	0.9153549786546976
Male	ENSMUSG00000090086.9	AI480526	ENSMUSG00000038593.19	Tctn1	3	1	Ileon, Kidney, Liver	3	0.9559241501100061	3	Ileon, Kidney, Liver	0.899276380217142
Male	ENSMUSG00000105179.2	Gm42866	ENSMUSG00000038593.19	Tctn1	3	1	Ileon, Kidney, Liver	3	1.1250170331406304	3	Ileon, Kidney, Liver	0.899276380217142
Male	ENSMUSG00000105691.2	Gm42876	ENSMUSG00000040943.13	Tet2	3	1	Kidney, Muscle, Liver	3	1.3886355628016747	3	Kidney, Muscle, Liver	0.8987341755709921
Male	ENSMUSG00000105957.2	Gm43254	ENSMUSG00000040943.13	Tet2	3	1	Kidney, Muscle, Liver	3	0.9625356974721934	3	Kidney, Muscle, Liver	0.8987341755709921
Male	ENSMUSG00000102225.2	Gm37983	ENSMUSG00000038535.18	Zfp280d	3	1	Kidney, Muscle, Liver	3	1.3988004639959726	3	Kidney, Muscle, Liver	0.8929931147216784
Male	ENSMUSG00000103133.2	Gm37303	ENSMUSG00000038535.18	Zfp280d	3	1	Kidney, Muscle, Liver	3	1.2975514300835667	3	Kidney, Muscle, Liver	0.8929931147216784
Male	ENSMUSG00000104078.2	Gm37023	ENSMUSG00000038535.18	Zfp280d	3	1	Ileon, Kidney, Muscle, Liver	4	1.371016535434193	3	Kidney, Muscle, Liver	0.8929931147216784
Male	ENSMUSG00000104273.2	A530064N14Rik	ENSMUSG00000038535.18	Zfp280d	3	1	Ileon, Kidney, Muscle, Liver	4	1.0464027407467378	3	Kidney, Muscle, Liver	0.8929931147216784
Male	ENSMUSG00000104432.2	A430027C01Rik	ENSMUSG00000038535.18	Zfp280d	3	1	Ileon, Kidney, Muscle, Liver	4	1.4651395889293741	3	Kidney, Muscle, Liver	0.8929931147216784
Male	ENSMUSG00000104467.2	Gm37660	ENSMUSG00000038535.18	Zfp280d	3	1	Kidney, Muscle, Liver	3	2.1570965175300008	3	Kidney, Muscle, Liver	0.8929931147216784
Male	ENSMUSG00000085956.3	4930481B07Rik	ENSMUSG00000028150.15	Rorc	3	1	Kidney, Muscle, Liver, Colon	4	1.610668269873802	3	Kidney, Muscle, Colon	0.8927345354740334
Male	ENSMUSG00000103804.2	Gm37062	ENSMUSG00000026082.12	Rev1	3	1	Ileon, Kidney, Liver	3	1.7932003301476571	3	Ileon, Kidney, Liver	0.8924224212541669
Male	ENSMUSG00000074629.4	4930518I15Rik	ENSMUSG00000027620.17	Rbm39	3	1	Ileon, Kidney, Muscle, Liver	4	1.3604227144813037	3	Kidney, Muscle, Liver	0.879972219679174
Male	ENSMUSG00000085741.10	5430405H02Rik	ENSMUSG00000027620.17	Rbm39	3	1	Ileon, Kidney, Muscle, Liver	4	0.7822337139832685	3	Kidney, Muscle, Liver	0.879972219679174
Male	ENSMUSG00000084771.10	A230072E10Rik	ENSMUSG00000041096.14	Tspyl2	3	1	Kidney, Muscle, Liver	3	1.133573652396313	3	Kidney, Muscle, Liver	0.8741332776623394
Male	ENSMUSG00000116908.2	Gm49599	ENSMUSG00000022837.15	Iqcb1	3	1	Kidney, Muscle, Liver	3	1.220066806018116	3	Kidney, Muscle, Liver	0.8496030148473781
Male	ENSMUSG00000115276.2	9930017N22Rik	ENSMUSG00000058600.14	Rpl30	3	1	Kidney, Muscle, Liver	3	1.0770907082350578	3	Kidney, Muscle, Liver	0.849555314407838
Male	ENSMUSG00000085241.8	Snhg3	ENSMUSG00000066042.5	Med18	3	1	Kidney, Muscle, Liver, Colon	4	0.9274523021022893	3	Kidney, Muscle, Liver	0.841442401559994
Male	ENSMUSG00000086290.11	Snhg12	ENSMUSG00000066042.5	Med18	3	1	Kidney, Muscle, Liver	3	1.283294433236169	3	Kidney, Muscle, Liver	0.841442401559994
Male	ENSMUSG00000102602.2	A930004J17Rik	ENSMUSG00000066042.5	Med18	3	1	Ileon, Kidney, Muscle, Liver	4	0.7899458998841726	3	Kidney, Muscle, Liver	0.841442401559994
Male	ENSMUSG00000107116.2	Gm43274	ENSMUSG00000018076.13	Med13l	3	1	Ileon, Kidney, Muscle, Liver, Heart	5	1.7581529612657796	3	Ileon, Muscle, Liver	0.8228319974541811
Male	ENSMUSG00000107286.2	Gm43788	ENSMUSG00000018076.13	Med13l	3	1	Ileon, Kidney, Muscle, Liver	4	1.3993564809873316	3	Ileon, Muscle, Liver	0.8228319974541811
Male	ENSMUSG00000107997.2	Gm44243	ENSMUSG00000030157.6	Clec2d	3	1	Kidney, Muscle, Liver	3	1.8403349537943414	3	Kidney, Muscle, Liver	0.8204565591917059
Male	ENSMUSG00000085956.3	4930481B07Rik	ENSMUSG00000028106.14	Rprd2	3	1	Kidney, Muscle, Liver, Colon	4	1.610668269873802	3	Kidney, Muscle, Liver	0.8191583473300215
Male	ENSMUSG00000102225.2	Gm37983	ENSMUSG00000032202.12	Rab27a	3	1	Kidney, Muscle, Liver	3	1.3988004639959726	3	Kidney, Muscle, Liver	0.814366665546915
Male	ENSMUSG00000103133.2	Gm37303	ENSMUSG00000032202.12	Rab27a	3	1	Kidney, Muscle, Liver	3	1.2975514300835667	3	Kidney, Muscle, Liver	0.814366665546915
Male	ENSMUSG00000104273.2	A530064N14Rik	ENSMUSG00000032202.12	Rab27a	3	1	Ileon, Kidney, Muscle, Liver	4	1.0464027407467378	3	Kidney, Muscle, Liver	0.814366665546915
Male	ENSMUSG00000102875.2	Gm37139	ENSMUSG00000006471.19	Ndor1	3	1	Kidney, Muscle, Liver	3	1.4186246509082494	3	Kidney, Muscle, Liver	0.8121189160273244
Male	ENSMUSG00000086938.11	4930481A15Rik	ENSMUSG00000024949.18	Sf1	3	1	Kidney, Muscle, Liver	3	1.1027533690105125	3	Kidney, Muscle, Liver	0.8068035164641195
Male	ENSMUSG00000097601.3	Gm26660	ENSMUSG00000025290.18	Rps24	3	1	Ileon, Kidney, Muscle, Liver	4	1.2586432214531178	3	Kidney, Muscle, Liver	0.7841421625875202
Male	ENSMUSG00000114709.2	Gm47920	ENSMUSG00000025290.18	Rps24	3	1	Ileon, Kidney, Muscle, Liver	4	0.8583541279811158	3	Kidney, Muscle, Liver	0.7841421625875202
Male	ENSMUSG00000086938.11	4930481A15Rik	ENSMUSG00000038274.14	Fau	3	1	Kidney, Muscle, Liver	3	1.1027533690105125	3	Kidney, Muscle, Liver	0.7773474982178107
Male	ENSMUSG00000105517.2	Gm42436	ENSMUSG00000059834.13	Sclt1	3	1	Ileon, Kidney, Muscle, Liver	4	1.3897955231708248	3	Kidney, Muscle, Liver	0.7771987792401571
Male	ENSMUSG00000097743.2	Gm16973	ENSMUSG00000040123.18	Zmym5	3	1	Kidney, Muscle, Liver	3	0.8419351464562788	3	Kidney, Muscle, Liver	0.7723447374986713
Male	ENSMUSG00000100017.3	2410022M11Rik	ENSMUSG00000040123.18	Zmym5	3	1	Ileon, Kidney, Liver, Colon, Heart	5	0.9190981075112615	3	Kidney, Liver, Heart	0.7723447374986713
Male	ENSMUSG00000102844.2	Gm38034	ENSMUSG00000061143.16	Maml3	3	1	Kidney, Muscle, Liver	3	1.1880746191351885	3	Kidney, Muscle, Liver	0.7675023728763339
Male	ENSMUSG00000104339.2	C130089K02Rik	ENSMUSG00000061143.16	Maml3	3	1	Kidney, Muscle, Liver	3	1.1686120797326693	3	Kidney, Muscle, Liver	0.7675023728763339
Male	ENSMUSG00000120994.1	ENSMUSG00000120994	ENSMUSG00000010608.16	Rbm25	3	1	Kidney, Muscle, Liver	3	1.0128044556734677	3	Kidney, Muscle, Liver	0.7617689176795774
Male	ENSMUSG00000120312.1	ENSMUSG00000120312	ENSMUSG00000023170.15	Gps2	3	1	Kidney, Muscle, Liver, Colon	4	2.1892425257013572	3	Kidney, Muscle, Liver	0.7589566512911338
Male	ENSMUSG00000107749.2	Gm44321	ENSMUSG00000053470.14	Kdm3a	3	1	Ileon, Kidney, Liver	3	1.096353685055181	3	Ileon, Kidney, Liver	0.753406228162714
Male	ENSMUSG00000092203.9	1110038B12Rik	ENSMUSG00000008668.16	Rps18	3	1	Kidney, Muscle, Liver	3	0.8462416169378294	3	Kidney, Muscle, Liver	0.7485198767202634
Male	ENSMUSG00000086583.5	Gm15500	ENSMUSG00000030671.10	Pde3b	3	1	Kidney, Muscle, Liver	3	0.6538078178008181	3	Kidney, Muscle, Liver	0.7473654361607119
Male	ENSMUSG00000109005.2	Gm45221	ENSMUSG00000030619.11	Eed	3	1	Ileon, Kidney, Muscle, Liver	4	1.1217601230312026	3	Kidney, Muscle, Liver	0.7399854961573366
Male	ENSMUSG00000091994.3	E130317F20Rik	ENSMUSG00000060301.7	2610008E11Rik	3	1	Ileon, Kidney, Muscle, Liver	4	0.9458564093987698	3	Ileon, Kidney, Liver	0.7388784922105096
Male	ENSMUSG00000112433.2	Gm30122	ENSMUSG00000060301.7	2610008E11Rik	3	1	Ileon, Kidney, Liver	3	2.387467738625244	3	Ileon, Kidney, Liver	0.7388784922105096
Male	ENSMUSG00000111131.2	9930024M15Rik	ENSMUSG00000038446.9	Cdc40	3	1	Ileon, Kidney, Muscle, Liver	4	1.339861837950923	3	Kidney, Muscle, Liver	0.737681211110979
