UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	19
0	19
6	14
0	0
0	0
7	112
1	82
7	96
1	58
8	22
0	5
2	32
0	33
2	0
0	0
5	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
2	236
1	280
30	573
3	96
0	378
19	57
0	223
0	58
4	0
0	0
0	275
389	483
0	279
0	131
0	63
4	334
0	190
19	55
0	215
15	393
0	380
0	109
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	162
1	266
6	32
11	167
0	24
0	7
15	243
3	62
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
47	7
0	6
0	0
0	21
0	48
7	883
1	21
0	7
0	391
0	787
1	116
0	298
3	2
0	83
0	6
0	22
0	139
30	13
0	191
0	0
0	7
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	67
0	0
0	0
0	0
0	0
6	0
250	1051
2	124
0	2
0	818
0	213
4	62
7	1000
2	972
0	0
18	0
0	361
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
233	1
56	1486
5	1403
0	90
0	198
12	1313
1	0
0	0
4	1
0	1
0	0
2	655
0	0
0	0
6	1
0	1
0	0
0	0
0	0
309	1
0	10
0	0
0	0
0	0
0	10
0	0
0	10
0	10
1	174
0	173
0	179
0	0
0	146
0	162
0	173
0	4
0	10
0	156
10	11
11	30
0	2
0	0
0	17
0	56
0	31
0	29
0	21
0	46
1	30
0	37
0	15
0	25
0	22
0	12
0	14
0	38
0	0
0	35
0	10
0	35
0	21
0	8
0	24
0	37
0	25
0	1
0	4
0	1
0	3
0	1
0	2
0	0
0	5
0	5
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
35	691
0	409
5	386
0	198
28	291
0	122
4	69
0	0
0	0
13	67
1	0
0	0
0	7
0	0
0	8
1	8
0	0
0	7
0	0
0	0
0	58
0	2
19	0
0	2
0	2
1	6
0	5
0	0
0	1
0	21
4	0
0	5
0	3
2	11
0	0
768	1150
0	159
3	178
23	51
0	5
0	753
0	24
0	110
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
