gene_name	organ	cor	pval	adj.pval
Batf2	Brain	0.07422915290312736	0.6046847415033212	1
Batf2	GAT	0.21756494967979328	0.21644733955296908	1
Batf2	Heart	0.1613833355074802	0.26794774252980014	1
Batf2	Kidney	-0.06464900862370404	0.6589793808207275	1
Batf2	Limb_Muscle	-0.02825457183171771	0.8521349082022585	1
Batf2	Liver	0.15361682003338217	0.2868312846789749	1
Batf2	Lung	0.005340446240130084	0.9694276906388308	1
Batf2	Marrow	0.00478164496321622	0.9728923025117346	1
Batf2	MAT	0.04172538315631933	0.7806490586586703	1
Batf2	Pancreas	-0.11454265541789932	0.47010910114940063	1
Batf2	SCAT	0.1262272983717051	0.41423363835251625	1
Batf2	Skin	-0.10097232650633141	0.514296095977592	1
Batf2	Small_Intestine	-0.08118753945037364	0.5751459369021324	1
Batf2	Spleen	-0.027096552479211795	0.8443176510675783	1
Bin1	BAT	0.21637128170387407	0.25079313146910676	1
Bin1	Bone	0.32921820309468874	0.023844199076198575	0.3815071852191772
Bin1	Brain	0.17446264938051356	0.22078576016017284	1
Bin1	GAT	0.27086562049791735	0.1212723219854136	1
Bin1	Heart	-0.24833115913844728	0.08534001154673534	1
Bin1	Kidney	-0.19367836075894332	0.18239555928662882	1
Bin1	Limb_Muscle	0.2658974790744128	0.074086260627843	1
Bin1	Liver	0.012632039554743115	0.9306188798602525	1
Bin1	Lung	0.033036047156746524	0.8125414681196803	1
Bin1	Marrow	0.030075265288550836	0.8307197237151555	1
Bin1	MAT	-0.2882267992747409	0.04945006822218924	0.7912010915550278
Bin1	Pancreas	0.05212882086746246	0.7430167187122192	1
Bin1	SCAT	-0.4954916056718101	6.265624517247635e-4	0.010024999227596216
Bin1	Skin	0.037886763628252	0.8071029651141223	1
Bin1	Small_Intestine	0.04933201630152218	0.7336950931378813	1
Bin1	Spleen	-0.07877946528768905	0.5675154354654747	1
C1qtnf6	BAT	0.07911476471294775	0.6777253948885968	1
C1qtnf6	Bone	-0.5481311666523555	6.653838915526778e-5	0.0010646142264842844
C1qtnf6	Brain	-0.009642050636356116	0.9464603312695808	1
C1qtnf6	GAT	-0.5435393562147882	8.931168544641794e-4	0.014289869671426871
C1qtnf6	Heart	-0.6957930649554782	2.8631219862807484e-8	4.5809951780491974e-7
C1qtnf6	Kidney	-0.3147955523450595	0.027592858559941157	0.4414857369590585
C1qtnf6	Limb_Muscle	-0.41665593284062524	0.0039719430495801155	0.06355108879328185
C1qtnf6	Liver	-0.42212301628774224	0.002262109097468874	0.036193745559501986
C1qtnf6	Lung	-0.4798565362828533	2.409505754631163e-4	0.0038552092074098606
C1qtnf6	Marrow	-0.14647762489579513	0.295282551866035	1
C1qtnf6	MAT	-0.3715811299238315	0.010121811365580397	0.16194898184928636
C1qtnf6	Pancreas	0.21828680504981024	0.164899333045009	1
C1qtnf6	SCAT	-0.2638269019969774	0.08354879004643578	1
C1qtnf6	Skin	-0.2862128335363608	0.05963532734320208	0.9541652374912333
C1qtnf6	Small_Intestine	0.020576888352297675	0.8872100332057031	1
C1qtnf6	Spleen	-0.07105440607492233	0.6062019871200932	1
Cacna1g	BAT	-0.057293357936296856	0.7636268870466941	1
Cacna1g	Bone	0.18759711048121228	0.20669158586559425	1
Cacna1g	Brain	-0.05820246638292082	0.6849714612360366	1
Cacna1g	GAT	-0.2012364078990815	0.2537734479600818	1
Cacna1g	Heart	-0.2438249142555799	0.09135364401379892	1
Cacna1g	Kidney	0.15112197012920056	0.2999630056243593	1
Cacna1g	Limb_Muscle	-0.31574647590566746	0.032550912749482	0.520814603991712
Cacna1g	Liver	-0.093934131936869	0.5164341860147821	1
Cacna1g	Lung	-0.35692824261917294	0.008063617739679386	0.12901788383487017
Cacna1g	Marrow	0.01768095993211958	0.9000012684800506	1
Cacna1g	MAT	0.21815654867107118	0.14071273062379824	1
Cacna1g	Pancreas	0.17312626796066755	0.2728899842579051	1
Cacna1g	SCAT	0.026296681445770773	0.8654505449428047	1
Cacna1g	Skin	0.012671581303336421	0.9349352207194277	1
Cacna1g	Small_Intestine	-0.1559463683796047	0.2794970742179451	1
Cacna1g	Spleen	-0.013866455107737399	0.9199639521990476	1
Casp12	BAT	0.1697882097443894	0.3697242780725811	1
Casp12	Bone	0.45211669919547287	0.0014207506372778188	0.0227320101964451
Casp12	Brain	-0.02106563521299818	0.8833487865528622	1
Casp12	GAT	0.4014123120232933	0.018622875743796067	0.29796601190073707
Casp12	Heart	0.34746333973431753	0.014436898571043749	0.23099037713669998
Casp12	Kidney	0.17221578094487636	0.23670799153675376	1
Casp12	Limb_Muscle	0.1931939136449225	0.19830231434908185	1
Casp12	Liver	0.09919916996699153	0.49309405699788245	1
Casp12	Lung	0.3870574618120835	0.003835883226613319	0.0613741316258131
Casp12	Marrow	-0.040431154392896955	0.7737738338879994	1
Casp12	MAT	0.3739335844112134	0.009619683598181404	0.15391493757090247
Casp12	Pancreas	0.0205074804989202	0.8974318226827859	1
Casp12	SCAT	0.1441658162856134	0.35048564742727373	1
Casp12	Skin	0.1711112393174318	0.2667564675277863	1
Casp12	Small_Intestine	0.12711556497563378	0.37903021992958275	1
Casp12	Spleen	0.2454901138516674	0.070833791345038	1
Casq1	BAT	0.35352732030471123	0.055304466445883396	0.8848714631341343
Casq1	Bone	0.24514112403279664	0.09675415610950654	1
Casq1	Brain	-0.0056008141877513275	0.9688852064016241	1
Casq1	GAT	-0.07015137873818565	0.6934072276957406	1
Casq1	Heart	-0.5753336582045644	1.52976539339674e-5	2.447624629434784e-4
Casq1	Kidney	-0.1575021159080068	0.2797787733220928	1
Casq1	Limb_Muscle	-0.3333638058196095	0.023577148618600427	0.37723437789760683
Casq1	Liver	-0.02457462246130215	0.8654826429748643	1
Casq1	Lung	0.07600501311539305	0.5848989668213593	1
Casq1	Marrow	0.037930032802776265	0.7874315945382332	1
Casq1	MAT	-0.19102101231048477	0.19837613058872455	1
Casq1	Pancreas	-0.14345978614705163	0.36474084134937257	1
Casq1	SCAT	-0.3595901965815297	0.016512540953837283	0.2642006552613965
Casq1	Skin	0.005922081363599843	0.9695664438987122	1
Casq1	Small_Intestine	-0.003108973310676867	0.982904425297148	1
Casq1	Spleen	-0.07013361074817458	0.6108886543810857	1
Cdh22	BAT	-0.11195057081194168	0.5558746667007398	1
Cdh22	Bone	0.4654197263147476	9.789161733558642e-4	0.015662658773693827
Cdh22	Brain	0.1267858732440333	0.37531006664426714	1
Cdh22	GAT	-0.15284005906837256	0.38816245498326996	1
Cdh22	Heart	0.5775898487715669	1.3910440930359764e-5	2.2256705488575622e-4
Cdh22	Kidney	0.15832142634701496	0.27725313239695865	1
Cdh22	Limb_Muscle	0.4040287615387414	0.005358547809241415	0.08573676494786264
Cdh22	Liver	0.07023005848982479	0.6279316039677573	1
Cdh22	Lung	0.1144617126667323	0.4098538566091	1
Cdh22	Marrow	-0.060110557601696396	0.6689689373505017	1
Cdh22	MAT	-0.010670761565988238	0.9432488207537597	1
Cdh22	Pancreas	0.29626310432825553	0.05677018721161077	0.9083229953857723
Cdh22	SCAT	-0.18050619086483333	0.24098244326418897	1
Cdh22	Skin	0.05060228076242948	0.7442703099547949	1
Cdh22	Small_Intestine	0.18341217935584703	0.20232170442530703	1
Cdh22	Spleen	0.007150713311673094	0.9586771564649289	1
Col4a5	BAT	0.2989640080230767	0.10852375069300076	1
Col4a5	Bone	0.2665281260884533	0.07015080669865621	1
Col4a5	Brain	-0.06037094383152443	0.6738787455628736	1
Col4a5	GAT	-0.43661480791445106	0.009832358453895533	0.15731773526232853
Col4a5	Heart	-0.4800680623140069	4.817192032486733e-4	0.007707507251978773
Col4a5	Kidney	-0.22395005347952937	0.12188678676463703	1
Col4a5	Limb_Muscle	-0.10286292607101367	0.49634082852914707	1
Col4a5	Liver	-0.10021927509894833	0.4886360708717725	1
Col4a5	Lung	-0.3635826055235385	0.006883512281723258	0.11013619650757213
Col4a5	Marrow	-0.11288786701295987	0.4209255220678426	1
Col4a5	MAT	0.40330463100289454	0.004939679789960022	0.07903487663936035
Col4a5	Pancreas	-0.11024386793013079	0.4870405800306893	1
Col4a5	SCAT	-0.18731787246255432	0.2233880673476665	1
Col4a5	Skin	-0.055514673448375317	0.7204048237982676	1
Col4a5	Small_Intestine	-0.17732493550347375	0.21796644843069019	1
Col4a5	Spleen	0.16787358122832433	0.22053588909367697	1
Ctsk	BAT	0.276793063436871	0.1386744657295359	1
Ctsk	Bone	-0.24889567941166954	0.09159187008315978	1
Ctsk	Brain	-0.1741310138539513	0.22167829833233027	1
Ctsk	GAT	-0.09940231604393003	0.5759443504144872	1
Ctsk	Heart	-0.26243266977240703	0.06850344572580425	1
Ctsk	Kidney	-0.17161719761921893	0.23836622943152153	1
Ctsk	Limb_Muscle	-0.13251961325145503	0.3799776120911471	1
Ctsk	Liver	0.32200893257341473	0.02257975801821317	0.3612761282914107
Ctsk	Lung	0.16273570448792063	0.23970127574056724	1
Ctsk	Marrow	0.04632708262453507	0.741852621951472	1
Ctsk	MAT	0.11593955225841372	0.4377130710686514	1
Ctsk	Pancreas	-0.04061588693470353	0.7984275246139172	1
Ctsk	SCAT	0.2404458482187666	0.11590749418540384	1
Ctsk	Skin	-0.2986383287969787	0.048940868839661485	0.7830539014345838
Ctsk	Small_Intestine	0.026340176088614674	0.8559172752596114	1
Ctsk	Spleen	-0.24706478795933068	0.06898752319002587	1
Dbp	BAT	0.0077361184773048885	0.96763670266974	1
Dbp	Bone	0.28032903530154246	0.056319949125381456	0.9011191860061033
Dbp	Brain	-0.24052295383778613	0.08910211559545599	1
Dbp	GAT	0.185794732931509	0.2927847294444077	1
Dbp	Heart	0.2009599448052959	0.1661820524332958	1
Dbp	Kidney	0.11112045803228493	0.4471819216912418	1
Dbp	Limb_Muscle	0.11390459644501615	0.45100774822780265	1
Dbp	Liver	0.5257870126918085	8.811628236253358e-5	0.0014098605178005372
Dbp	Lung	0.20763969924878892	0.13191195465726765	1
Dbp	Marrow	0.013711652097346795	0.9223717620245544	1
Dbp	MAT	0.18716504318633784	0.20775803934095163	1
Dbp	Pancreas	-0.012307918340088491	0.9383370805932296	1
Dbp	SCAT	0.1169236641320041	0.4497365746426095	1
Dbp	Skin	0.26100918796907935	0.08702541216063328	1
Dbp	Small_Intestine	0.3012456642019699	0.03351073751364716	0.5361718002183545
Dbp	Spleen	-0.12618424059731717	0.3586243552664784	1
Dpy19l3	BAT	0.15302508775853849	0.4194880128507832	1
Dpy19l3	Bone	0.2834153882140164	0.05354918983321464	0.8567870373314342
Dpy19l3	Brain	0.2227558187122827	0.11614313559809646	1
Dpy19l3	GAT	-0.10189186404637687	0.5663742991362186	1
Dpy19l3	Heart	-0.18835343630506357	0.19495014450258977	1
Dpy19l3	Kidney	0.4183413687794955	0.002777907915788357	0.04444652665261371
Dpy19l3	Limb_Muscle	0.08907243742581795	0.5560860030576746	1
Dpy19l3	Liver	0.25586530901700194	0.07289854043355815	1
Dpy19l3	Lung	-0.14703978116169455	0.28868322603971325	1
Dpy19l3	Marrow	-0.08517387376407409	0.5442539058036344	1
Dpy19l3	MAT	-0.014428649573816319	0.9233147505187561	1
Dpy19l3	Pancreas	-0.12633172217082558	0.4253250953268757	1
Dpy19l3	SCAT	0.09426670490370546	0.5427556670917493	1
Dpy19l3	Skin	-0.024521440270813613	0.8744584832267082	1
Dpy19l3	Small_Intestine	0.14561017846801777	0.3129901297767878	1
Dpy19l3	Spleen	0.1207470940347253	0.37987033146845695	1
E2f8	BAT	0.25491876235728417	0.17398698536180027	1
E2f8	Bone	0.0953336812377554	0.5238448326841569	1
E2f8	Brain	-0.12794601904665048	0.37092055844839766	1
E2f8	GAT	-0.17443119026478923	0.32381574581667194	1
E2f8	Heart	-0.17498464052701956	0.22914026106092233	1
E2f8	Kidney	-0.2793277241769877	0.051931627090326074	0.8309060334452172
E2f8	Limb_Muscle	0.13526990673031716	0.3700786834674267	1
E2f8	Liver	-0.3895650747506408	0.005167925241905672	0.08268680387049075
E2f8	Lung	0.2014813386823016	0.1440249754923898	1
E2f8	Marrow	0.022379631774169188	0.873620803526157	1
E2f8	MAT	-0.12914074639541137	0.38696473494917616	1
E2f8	Pancreas	-0.13765795167247805	0.38465480990101275	1
E2f8	SCAT	-0.20523551489255082	0.1813975764362121	1
E2f8	Skin	-0.0045105221199217395	0.9768181666141518	1
E2f8	Small_Intestine	-0.14398666075887592	0.31847414512530675	1
E2f8	Spleen	0.043806285303995544	0.7508137378914697	1
Edn3	BAT	0.23788890768485654	0.20555884624336476	1
Edn3	Bone	0.38203000956820765	0.008051938380985325	0.1288310140957652
Edn3	Brain	-0.26981794205464055	0.05551854258344511	0.8882966813351217
Edn3	GAT	0.11500222146855833	0.5172150021921905	1
Edn3	Heart	0.4701547628827053	6.527827294793079e-4	0.010444523671668926
Edn3	Kidney	-0.20674374022154804	0.15407125787677972	1
Edn3	Limb_Muscle	-0.10135391177029915	0.5027132425083245	1
Edn3	Liver	0.14956340274133165	0.2998901252074332	1
Edn3	Lung	-0.3167597739722931	0.01961248533774343	0.31379976540389487
Edn3	Marrow	-0.10456320969748173	0.4561955351453362	1
Edn3	MAT	-0.2181939709690309	0.1406429272064069	1
Edn3	Pancreas	0.0986427883608869	0.5342677230089777	1
Edn3	SCAT	-0.19352264555078952	0.20815045177776367	1
Edn3	Skin	-0.10272385425334557	0.5069876346245534	1
Edn3	Small_Intestine	0.2940312368291187	0.03821063589287426	0.6113701742859882
Edn3	Spleen	0.07373165935617315	0.5926649780196594	1
Esr1	BAT	-0.18497285079288192	0.3277939793235787	1
Esr1	Bone	0.21189382653839187	0.15276059491040536	1
Esr1	Brain	0.10151497461864811	0.478433954610506	1
Esr1	GAT	-0.2718756307071952	0.11983639649925709	1
Esr1	Heart	-0.09326761034089766	0.5238572341038692	1
Esr1	Kidney	-0.03153232845805057	0.8297036988778368	1
Esr1	Limb_Muscle	0.07394835940190506	0.6252601121972932	1
Esr1	Liver	0.23417859333613988	0.10165967061325323	1
Esr1	Lung	0.04861189751730229	0.7270360736004402	1
Esr1	Marrow	-0.09506375532046991	0.4983375475299029	1
Esr1	MAT	0.43017516894774704	0.002544489288085928	0.04071182860937485
Esr1	Pancreas	-0.098460352542999	0.5350277542971567	1
Esr1	SCAT	-0.07351824828107362	0.6353084409476046	1
Esr1	Skin	-0.06593416478704614	0.67066885522129	1
Esr1	Small_Intestine	0.2255363398477231	0.11529974795037964	1
Esr1	Spleen	0.0834835563423704	0.5445352018883087	1
Fgf6	BAT	0.10621444949751815	0.5764178101450829	1
Fgf6	Bone	0.391405203596034	0.0065171218305818636	0.10427394928930982
Fgf6	Brain	0.13205265876485447	0.3556324621619795	1
Fgf6	GAT	-0.12495453981390565	0.4813592031796865	1
Fgf6	Heart	-0.09900922121717648	0.49850819656361944	1
Fgf6	Kidney	0.036637973009816666	0.8026423010758174	1
Fgf6	Limb_Muscle	-0.05890557116171413	0.6973796653975688	1
Fgf6	Liver	-0.07613455088009156	0.5992357561918911	1
Fgf6	Lung	-0.19701228589884512	0.15332039805754016	1
Fgf6	Marrow	0.09802580801014736	0.48498563837568376	1
Fgf6	MAT	0.12003727119732237	0.42157804735012594	1
Fgf6	Pancreas	-0.12981974624721196	0.41255025486826213	1
Fgf6	SCAT	-0.21385994131648745	0.1633372630790565	1
Fgf6	Skin	0.08175651684604512	0.5977882874945475	1
Fgf6	Small_Intestine	0.33879451111312886	0.016097538667109237	0.2575606186737478
Fgf6	Spleen	0.15288420643373876	0.26513192531302643	1
Fgfrl1	BAT	0.40269863413679874	0.02736183611264904	0.43778937780238464
Fgfrl1	Bone	-0.21405501684882985	0.14852025251314607	1
Fgfrl1	Brain	-0.1319182425877875	0.3561266800609292	1
Fgfrl1	GAT	0.4151476960547036	0.014627041601008015	0.23403266561612823
Fgfrl1	Heart	0.18996728979545718	0.19108210499548373	1
Fgfrl1	Kidney	-0.3330076559579166	0.019384947948211134	0.31015916717137815
Fgfrl1	Limb_Muscle	0.24878068111788992	0.0954738484682108	1
Fgfrl1	Liver	0.22005978016118105	0.12463828851278431	1
Fgfrl1	Lung	-0.010009707932324464	0.9427318955439767	1
Fgfrl1	Marrow	-0.0840914653717937	0.5494002644652234	1
Fgfrl1	MAT	0.4397046398480252	0.0019848501480853064	0.0317576023693649
Fgfrl1	Pancreas	-0.08640905211716847	0.5863628586200806	1
Fgfrl1	SCAT	0.2338380997906893	0.12658183173112494	1
Fgfrl1	Skin	0.381481397168974	0.010617285638330552	0.16987657021328884
Fgfrl1	Small_Intestine	-0.272238975934088	0.055795542183307616	0.8927286749329219
Fgfrl1	Spleen	0.059404922058888684	0.6665989708436751	1
Frem2	BAT	0.04306901143595564	0.8212172701491949	1
Frem2	Bone	0.3100720802776876	0.03391396527873608	0.5426234444597773
Frem2	Brain	0.054748681330534406	0.7027749597585532	1
Frem2	GAT	-0.36999056240696676	0.0312566713052693	0.5001067408843088
Frem2	Heart	-0.4787820440158591	5.013488351621251e-4	0.008021581362594002
Frem2	Kidney	-0.1236800611858181	0.3971801147583407	1
Frem2	Limb_Muscle	0.013689439281109904	0.9280525764047396	1
Frem2	Liver	-0.2792859864322103	0.04950930867633611	0.7921489388213777
Frem2	Lung	-0.041542021156534596	0.7655077377332171	1
Frem2	Marrow	-0.06173723159811062	0.6605486291351963	1
Frem2	MAT	-0.12490581535527333	0.402853486527751	1
Frem2	Pancreas	0.10419993059381759	0.5113708483578814	1
Frem2	SCAT	-0.11611604988392565	0.4528948390804335	1
Frem2	Skin	0.03601462828195654	0.8164666606079388	1
Frem2	Small_Intestine	-0.04257342962232847	0.7690952433645823	1
Frem2	Spleen	0.17590773485752478	0.19891584054068745	1
Fxyd6	BAT	0.33745559968202526	0.06819784664883817	1
Fxyd6	Bone	-0.08608952151685893	0.5650361802145583	1
Fxyd6	Brain	-0.2823765613258132	0.044681467674767016	0.7149034827962722
Fxyd6	GAT	0.05017051576953345	0.7781145383367339	1
Fxyd6	Heart	0.058236248891187	0.6910226119507678	1
Fxyd6	Kidney	-0.30708991613616826	0.03184941800116827	0.5095906880186923
Fxyd6	Limb_Muscle	0.0013422846130457164	0.9929362037443955	1
Fxyd6	Liver	0.03676814929049058	0.7998819697596993	1
Fxyd6	Lung	0.44252938129833624	8.062466276311417e-4	0.012899946042098267
Fxyd6	Marrow	-0.08069990505941725	0.5656746912710653	1
Fxyd6	MAT	-0.11931672634071544	0.42439055010218973	1
Fxyd6	Pancreas	0.2866329329050445	0.06571512781128253	1
Fxyd6	SCAT	-0.06623121486978069	0.6692699257317023	1
Fxyd6	Skin	0.11804534497315745	0.4453701524950584	1
Fxyd6	Small_Intestine	-0.15616103871073092	0.2788274890776024	1
Fxyd6	Spleen	0.4511471404432152	5.464298919870759e-4	0.008742878271793214
Gm42860	BAT	0.025830292049921922	0.8922252191301084	1
Gm42860	Bone	0.38029658419839835	0.008367590520499945	0.13388144832799911
Gm42860	Brain	0.14158792368489456	0.32164799253853055	1
Gm42860	GAT	0.018427361986735162	0.91761485553449	1
Gm42860	Heart	-0.0639858655516226	0.6622662285494765	1
Gm42860	Kidney	0.1129265883067874	0.43978545621001475	1
Gm42860	Limb_Muscle	0.05962545283034737	0.6938610672307661	1
Gm42860	Liver	0.05361119182102922	0.7115566608499135	1
Gm42860	Lung	0.08668349250182271	0.5331130117457872	1
Gm42860	Marrow	-0.05204725134353995	0.7112889466976222	1
Gm42860	MAT	0.08175921892174137	0.5848351809715873	1
Gm42860	Pancreas	0.030887235793574164	0.8460369289542969	1
Gm42860	SCAT	-0.13285837651868726	0.38993651720652855	1
Gm42860	Skin	-0.04029819809813058	0.7950812277019408	1
Gm42860	Small_Intestine	0.10854647287904018	0.45304550300756075	1
Gm42860	Spleen	0.15168741289919174	0.2689355312387063	1
Gm49123	BAT	-0.24988621912641648	0.18293632170352192	1
Gm49123	Bone	0.2623843246516437	0.07479144344984609	1
Gm49123	Brain	-0.03495621127532128	0.807600382107469	1
Gm49123	GAT	0.3018829698374111	0.08271142972864955	1
Gm49123	Heart	-0.0641698475218139	0.6613536931625574	1
Gm49123	Kidney	-0.07336533305865114	0.6163882102072946	1
Gm49123	Limb_Muscle	-0.11475677355964502	0.4476057970025801	1
Gm49123	Liver	-0.06055492506513938	0.6761360430633552	1
Gm49123	Lung	0.16198540202552666	0.2419044053275244	1
Gm49123	Marrow	0.0950539572310629	0.4983820264046791	1
Gm49123	MAT	-0.03092392016670428	0.836522036476652	1
Gm49123	Pancreas	0.0923322691926881	0.5608578586377302	1
Gm49123	SCAT	0.01856116774867247	0.9048106207447318	1
Gm49123	Skin	-0.06760048107474216	0.662835849356897	1
Gm49123	Small_Intestine	0.16537551233037132	0.25108072871110415	1
Gm49123	Spleen	0.054416485314467154	0.6931479613815164	1
Grin2c	BAT	-0.07831627274725944	0.6808073154157511	1
Grin2c	Bone	0.4615042017976037	0.0010940468156175802	0.017504749049881283
Grin2c	Brain	0.034137781894641644	0.8120223455702131	1
Grin2c	GAT	-0.1727510006485477	0.32857082412358085	1
Grin2c	Heart	0.42403866088586284	0.0023947771792974617	0.03831643486875939
Grin2c	Kidney	0.18333329081184738	0.2073367117026532	1
Grin2c	Limb_Muscle	0.3523174525093263	0.016335669257045885	0.26137070811273416
Grin2c	Liver	0.2269744740247584	0.11293814038484551	1
Grin2c	Lung	-0.0881596511813663	0.5261356817019371	1
Grin2c	Marrow	0.04716507268158916	0.7373490375756668	1
