UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	15
0	12
0	15
0	8
3	1
0	0
0	2
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	11
0	0
0	0
0	0
0	69
1	192
29	443
15	81
0	301
26	79
5	170
0	33
11	0
0	0
5	428
434	722
0	433
0	178
1	111
16	470
0	338
29	106
5	367
54	1142
1	1095
0	48
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	705
4	1074
7	140
8	673
2	46
0	29
4	939
0	244
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
53	6
0	2
0	0
0	27
0	57
40	1328
1	19
0	10
0	565
1	1219
4	184
0	480
44	10
0	121
2	11
1	30
3	172
40	20
0	251
0	0
0	4
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	148
0	0
0	0
0	0
0	0
1	0
242	1193
0	120
0	1
0	851
0	225
5	64
7	1134
3	1126
0	0
29	0
13	13264
0	0
0	0
0	0
1	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	11
0	11
0	8
0	5
0	0
0	6
0	1
0	1
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
526	11
22	1005
16	977
0	53
1	123
1	825
1	0
0	0
1	0
0	0
0	0
1	978
0	0
0	0
5	3
0	3
0	1
0	1
0	0
555	2
0	165
0	0
0	1
0	1
0	165
0	0
0	165
0	165
0	234
0	218
0	236
1	0
0	150
0	174
0	233
0	3
2	6
0	166
13	12
12	26
0	4
0	0
0	82
3	336
0	128
0	154
0	73
0	290
3	147
0	249
0	66
0	85
0	95
0	73
0	67
0	252
0	10
0	244
0	71
0	249
0	112
0	59
0	130
0	250
0	209
2	0
0	3
0	0
1	2
2	0
0	3
0	0
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	1059
0	662
0	465
0	250
45	390
0	144
3	77
1	1
0	0
105	327
5	3
0	2
0	24
0	1
1	26
3	27
0	2
0	26
0	2
0	0
0	283
0	13
59	13
0	29
1	7
1	13
1	18
0	1
0	10
0	92
6	0
1	24
1	5
1	58
0	0
914	867
0	158
2	181
5	34
0	3
0	473
0	15
0	59
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
