UniqueCount	AmbigCount
0	0
0	0
6	8
0	6
10	5
0	0
4	0
0	0
0	0
0	0
1	0
1	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
13	2
0	2
2	1
0	0
0	0
111	1163
1	857
16	911
2	847
49	410
2	4
16	509
0	256
14	0
0	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	20
8	750
226	1465
7	23
0	880
33	28
0	696
0	120
4	0
2	0
0	926
1310	1210
0	928
0	113
2	71
9	526
0	505
33	54
3	467
245	1824
0	1787
0	9
0	0
0	4
0	4
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	333
15	620
43	75
52	401
29	40
0	0
66	498
10	184
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
154	57
0	9
0	48
0	75
0	199
106	4519
12	419
3	4
0	1438
1	3578
81	549
0	1341
18	2
8	385
2	1
1	39
11	306
35	1
0	658
0	0
0	0
0	0
2	0
0	2
0	2
0	2
0	0
0	0
0	2
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	0
0	0
0	0
0	0
6	0
966	2233
35	147
2	2
0	1509
1	447
8	39
16	2148
6	1968
0	0
143	0
0	117
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
123	0
54	694
48	610
0	6
0	39
6	579
28	9
3	7
8	5
6	10
2	9
1	125
1	0
0	0
18	20
0	20
0	2
0	2
0	1
1030	3
8	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
32	406
0	395
0	440
30	4
0	300
4	344
0	406
0	3
0	18
0	339
10	1
14	11
0	0
0	0
0	28
785	99
2	44
0	27
0	81
1	107
130	50
0	64
0	12
0	33
0	60
0	19
0	63
0	71
0	0
0	48
0	11
0	49
0	65
0	1
0	65
0	66
1	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	7
0	7
1	0
0	0
1	5
0	5
0	0
0	4
0	4
0	0
0	0
0	0
714	1549
0	396
24	663
0	402
40	1064
9	120
5	133
11	0
0	3
38	137
29	32
0	26
0	32
0	3
3	33
7	42
0	13
0	29
0	11
0	7
1	106
0	4
43	2
3	8
5	2
1	0
0	4
0	0
0	0
0	23
0	4
0	4
1	0
1	17
0	0
1386	1479
0	111
1	185
36	14
1	0
0	1163
3	10
0	95
0	0
25	0
0	1
0	1
0	0
0	0
0	0
