UniqueCount	AmbigCount
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	30
0	15
0	20
0	18
1	3
0	0
3	5
0	9
4	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
25	503
210	999
14	24
0	600
34	34
2	446
0	75
2	0
4	0
4	1961
3557	2912
0	1970
0	258
2	178
35	1435
18	1187
25	159
2	1112
264	2621
5	2561
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	941
26	1589
30	265
36	913
30	58
3	3
12	1262
11	463
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
84	7
0	0
0	7
0	38
0	95
47	2723
6	161
0	1
0	968
1	2297
71	348
0	872
12	4
0	264
5	2
7	24
11	199
15	0
0	336
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
1	0
1284	4686
14	240
0	0
0	3298
1	976
13	40
26	4499
9	4025
0	0
127	0
6	8409
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	3
0	7
0	10
0	0
0	0
0	1
0	9
0	9
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
181	0
128	2528
148	2334
1	22
5	161
1	2081
11	0
0	0
2	0
0	0
0	0
0	160
7	0
0	0
31	17
0	17
0	1
0	0
0	3
2975	1
17	7
0	3
8	4
0	4
0	3
0	2
0	2
0	2
14	378
0	364
0	405
19	4
0	296
3	304
0	383
0	15
0	35
0	330
14	4
11	6
0	0
0	0
0	8
200	52
0	13
0	2
0	54
1	85
29	20
0	47
0	1
0	5
5	47
0	11
0	51
0	59
0	0
0	31
0	6
0	31
3	53
0	0
0	51
0	48
0	22
0	1
0	0
0	0
1	0
0	1
0	0
0	0
5	4
0	4
0	0
0	2
0	4
0	4
0	0
0	1
0	0
0	0
0	0
0	0
374	924
0	349
2	402
0	288
14	572
2	92
6	43
2	0
0	0
49	274
57	29
0	21
0	77
5	4
6	90
20	91
0	29
0	91
0	20
0	8
9	215
0	7
66	2
4	4
4	1
0	0
1	0
1	2
0	0
0	38
0	0
0	2
0	1
0	19
0	0
2557	2883
0	169
0	335
22	43
0	0
0	2325
6	5
0	194
1	0
11	0
0	0
0	0
0	0
