UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	36
0	25
1	34
0	21
1	3
0	0
1	4
0	8
5	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	9
14	349
143	806
32	27
0	528
114	89
7	350
0	48
8	0
12	0
0	1106
2473	1716
1	1114
0	168
4	110
40	881
6	668
98	76
6	615
220	2318
1	2264
0	25
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	668
11	1073
13	143
60	627
27	32
0	1
3	822
21	270
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
133	20
3	6
0	14
0	59
0	125
58	3378
15	199
0	5
0	1114
4	2841
107	427
0	1167
21	3
6	306
3	8
9	34
10	217
81	2
0	390
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	0
1016	3774
17	218
0	2
0	2635
0	704
21	48
43	3629
4	3304
0	0
209	0
5	12939
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	39
0	51
0	37
0	5
0	0
0	12
3	21
9	24
9	0
0	0
0	0
0	0
2	0
0	0
2	0
0	5
0	0
0	0
0	0
0	0
0	1
2	0
0	0
0	0
1	0
0	0
0	0
0	0
5	0
194	1
97	1596
93	1455
0	38
2	91
3	1341
3	1
2	1
5	0
0	1
0	1
0	167
0	0
0	0
13	8
0	8
0	0
0	0
0	1
2485	1
5	6
0	3
6	8
0	8
0	4
0	2
0	2
0	2
14	389
0	385
0	429
58	3
0	289
8	320
0	393
0	0
0	17
0	316
29	6
21	22
0	0
0	0
0	15
215	69
0	26
0	6
0	62
0	94
33	32
0	46
0	3
0	10
0	52
0	19
0	53
0	59
0	0
0	39
0	10
0	39
0	58
0	2
0	55
0	52
0	16
4	0
0	1
0	0
2	0
2	0
0	1
0	0
45	121
0	121
0	0
0	1
4	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
232	674
0	279
1	298
0	199
42	378
3	54
3	35
4	0
0	2
66	234
135	55
0	50
0	86
0	5
6	100
31	116
0	35
0	90
0	35
0	24
0	181
0	8
161	5
5	17
16	10
2	5
4	3
0	0
0	1
0	49
2	0
6	7
0	0
2	19
0	0
1924	2382
0	121
3	313
70	46
3	3
5	1896
10	16
1	135
0	0
31	0
0	0
0	0
0	0
0	0
